family_id	head	size	peak_zipf	median_zipf	peak_word	charged	labelled	charged_pct	eligible	covered	synsets
oewn-02411754-a	intemperate	1	2.2	2.2	intemperate	0	1	0.0	0	0	1
oewn-02768896-a	lupine	1	2.2	2.2	lupine	0	1	0.0	0	0	1
oewn-02961491-a	occlusive	1	2.2	2.2	occlusive	1	1	1.0	0	0	1
oewn-02919838-a	peptic	1	2.2	2.2	peptic	0	1	0.0	0	0	1
oewn-03135102-a	telephonic	1	2.2	2.2	telephonic	0	1	0.0	0	0	1
oewn-01704435-a	uncoated	1	2.2	2.2	uncoated	1	1	1.0	0	0	1
oewn-03157624-a	zoonotic	1	2.2	2.2	zoonotic	0	1	0.0	0	0	1
oewn-01186291-a	indigestible	6	4.96	2.19	heavy	6	6	1.0	0	0	6
oewn-01689086-a	orienting	8	3.73	2.19	positioning	0	8	0.0	0	0	5
oewn-02542980-a	warm-blooded	4	3.32	2.19	warm-blooded	0	4	0.0	0	0	2
oewn-00745042-a	indeterminate	2	2.88	2.19	indeterminate	1	2	0.5	0	0	2
oewn-03097722-a	metallurgical	2	2.85	2.19	metallurgical	0	2	0.0	0	0	1
oewn-02346397-a	sugarless	4	2.53	2.19	unsweetened	3	4	0.75	0	0	3
oewn-03075126-a	enteric	2	2.34	2.19	enteric	0	2	0.0	0	0	1
oewn-02666648-a	azo	1	2.19	2.19	azo	0	1	0.0	0	0	1
oewn-02700710-a	cetacean	2	2.19	2.19	cetacean	0	2	0.0	0	0	1
oewn-00906671-a	dispensable	1	2.19	2.19	dispensable	1	1	1.0	0	0	1
oewn-03097000-a	membranous	1	2.19	2.19	membranous	0	1	0.0	0	0	1
oewn-03020984-a	mesenteric	1	2.19	2.19	mesenteric	0	1	0.0	0	0	1
oewn-01785901-a	polytheistic	1	2.19	2.19	polytheistic	1	1	1.0	0	0	1
oewn-03037758-a	semi-tuberous	1	2.19	2.19	semi-tuberous	0	1	0.0	0	0	1
oewn-03037609-a	tuberous	1	2.19	2.19	tuberous	0	1	0.0	0	0	1
oewn-01839509-a	uncultivated	3	2.19	2.19	uncultivated	2	3	0.67	0	0	2
oewn-01349986-a	extramural	6	5.25	2.18	outside	0	6	0.0	0	0	5
oewn-00887528-a	unenlightened	3	5.04	2.18	dark	3	3	1.0	0	0	2
oewn-00029456-a	acquisitive	17	3.75	2.18	greedy	5	17	0.29	0	0	8
oewn-01219127-a	imitative	7	3.49	2.18	mimic	6	7	0.86	0	0	6
oewn-02740075-a	fleshy	2	2.99	2.18	fleshy	0	2	0.0	0	0	1
oewn-03145334-a	axillary	2	2.41	2.18	axillary	0	2	0.0	0	0	1
oewn-02931634-a	ahistorical	1	2.18	2.18	ahistorical	1	1	1.0	0	0	1
oewn-00148054-a	armless	1	2.18	2.18	armless	0	1	0.0	0	0	1
oewn-02636711-a	hermeneutic	1	2.18	2.18	hermeneutic	0	1	0.0	0	0	1
oewn-02715719-a	intercostal	1	2.18	2.18	intercostal	0	1	0.0	0	0	1
oewn-02453962-a	intestate	1	2.18	2.18	intestate	1	1	1.0	0	0	1
oewn-02771592-a	medullary	1	2.18	2.18	medullary	0	1	0.0	0	0	1
oewn-02771712-a	medullary	1	2.18	2.18	medullary	0	1	0.0	0	0	1
oewn-02771825-a	medullary	1	2.18	2.18	medullary	0	1	0.0	0	0	1
oewn-02676999-a	neurobiological	1	2.18	2.18	neurobiological	0	1	0.0	0	0	1
oewn-02810418-a	somatosensory	1	2.18	2.18	somatosensory	0	1	0.0	0	0	1
oewn-02585446-a	unwooded	4	2.18	2.18	treeless	3	4	0.75	0	0	3
oewn-02124512-a	adulterating	4	5.08	2.17	foreign	2	4	0.5	0	0	2
oewn-02178581-a	compound	42	4.18	2.17	compound	26	42	0.62	0	0	27
oewn-01332090-a	blended	4	3.5	2.17	blended	0	4	0.0	0	0	3
oewn-01464377-a	disliked	4	3.41	2.17	disliked	4	4	1.0	0	0	3
oewn-02879986-a	auditory	3	3.25	2.17	auditory	0	3	0.0	0	0	1
oewn-02870589-a	apostolic	2	3.21	2.17	apostolic	0	2	0.0	0	0	1
oewn-00133456-a	ventral	2	3.06	2.17	ventral	0	2	0.0	0	0	2
oewn-01020466-a	fissionable	2	2.56	2.17	fissile	2	2	1.0	0	0	1
oewn-01228771-a	untruthful	2	2.28	2.17	untruthful	1	2	0.5	0	0	2
oewn-00317469-a	carvel-built	2	2.19	2.17	carvel-built	0	2	0.0	0	0	2
oewn-00056005-a	adoptable	1	2.17	2.17	adoptable	1	1	1.0	0	0	1
oewn-03056573-a	armorial	1	2.17	2.17	armorial	0	1	0.0	0	0	1
oewn-00907385-a	estimable	1	2.17	2.17	estimable	1	1	1.0	0	0	1
oewn-01294070-a	exaugural	2	2.17	2.17	valedictory	1	2	0.5	0	0	2
oewn-02892228-a	glottal	1	2.17	2.17	glottal	0	1	0.0	0	0	1
oewn-01122691-a	heliocentric	1	2.17	2.17	heliocentric	0	1	0.0	0	0	1
oewn-00516642-a	incompressible	1	2.17	2.17	incompressible	1	1	1.0	0	0	1
oewn-03071519-a	interdepartmental	1	2.17	2.17	interdepartmental	0	1	0.0	0	0	1
oewn-03014125-a	paramagnetic	1	2.17	2.17	paramagnetic	0	1	0.0	0	0	1
oewn-03113735-a	prepositional	1	2.17	2.17	prepositional	0	1	0.0	0	0	1
oewn-02845225-a	quadrangular	1	2.17	2.17	quadrangular	0	1	0.0	0	0	1
oewn-02804337-a	sclerotic	2	2.17	2.17	sclerotic	0	2	0.0	0	0	1
oewn-02804218-a	sclerotic	1	2.17	2.17	sclerotic	0	1	0.0	0	0	1
oewn-03134591-a	tannic	1	2.17	2.17	tannic	1	1	1.0	0	0	1
oewn-02965877-a	totemic	1	2.17	2.17	totemic	0	1	0.0	0	0	1
oewn-02845131-a	triangulate	1	2.17	2.17	triangulate	1	1	1.0	0	0	1
oewn-02833168-a	valedictory	1	2.17	2.17	valedictory	0	1	0.0	0	0	1
oewn-02317021-a	stimulative	11	3.61	2.16	irritating	5	11	0.45	0	0	6
oewn-01263095-a	nonhuman	9	3.27	2.16	inhuman	1	9	0.11	0	0	5
oewn-02890577-a	menstrual	2	3.22	2.16	menstrual	0	2	0.0	0	0	1
oewn-00366879-a	chondritic	2	3.01	2.16	granular	0	2	0.0	0	0	1
oewn-01551387-a	monotonic	4	2.77	2.16	monotone	2	4	0.5	0	0	3
oewn-03100835-a	nebular	2	2.75	2.16	nebulous	0	2	0.0	0	0	1
oewn-00121844-a	onymous	4	2.7	2.16	binomial	0	4	0.0	0	0	3
oewn-00008753-a	absorbable	1	2.16	2.16	absorbable	1	1	1.0	0	0	1
oewn-00681144-a	acyclic	1	2.16	2.16	acyclic	0	1	0.0	0	0	1
oewn-02865142-a	dyadic	1	2.16	2.16	dyadic	0	1	0.0	0	0	1
oewn-02750721-a	hemodynamic	1	2.16	2.16	hemodynamic	0	1	0.0	0	0	1
oewn-03097430-a	meritocratic	1	2.16	2.16	meritocratic	0	1	0.0	0	0	1
oewn-02877245-a	metastable	1	2.16	2.16	metastable	0	1	0.0	0	0	1
oewn-03098140-a	milch	1	2.16	2.16	milch	1	1	1.0	0	0	1
oewn-02784502-a	paradigmatic	1	2.16	2.16	paradigmatic	0	1	0.0	0	0	1
oewn-02976960-a	paradigmatic	1	2.16	2.16	paradigmatic	0	1	0.0	0	0	1
oewn-02977097-a	paradigmatic	1	2.16	2.16	paradigmatic	0	1	0.0	0	0	1
oewn-02872161-a	patellar	1	2.16	2.16	patellar	0	1	0.0	0	0	1
oewn-02814699-a	stoichiometric	1	2.16	2.16	stoichiometric	0	1	0.0	0	0	1
oewn-01838944-a	unplowed	5	3.22	2.15	unbroken	4	5	0.8	0	0	3
oewn-00901582-a	ineradicable	7	2.82	2.15	indelible	5	7	0.71	0	0	4
oewn-01223311-a	homologous	3	2.78	2.15	homologous	2	3	0.67	0	0	2
oewn-03163434-a	pasteurized	2	2.49	2.15	pasteurized	0	2	0.0	0	0	1
oewn-00241789-a	bimodal	1	2.15	2.15	bimodal	0	1	0.0	0	0	1
oewn-02683759-a	cadastral	1	2.15	2.15	cadastral	0	1	0.0	0	0	1
oewn-03146958-a	ethnocentric	1	2.15	2.15	ethnocentric	0	1	0.0	0	0	1
oewn-03082963-a	gyroscopic	1	2.15	2.15	gyroscopic	1	1	1.0	0	0	1
oewn-02942409-a	idolatrous	1	2.15	2.15	idolatrous	0	1	0.0	0	0	1
oewn-02696683-a	intercellular	1	2.15	2.15	intercellular	0	1	0.0	0	0	1
oewn-02761149-a	intervertebral	1	2.15	2.15	intervertebral	0	1	0.0	0	0	1
oewn-03005725-a	lacustrine	1	2.15	2.15	lacustrine	0	1	0.0	0	0	1
oewn-01449348-a	lidded	1	2.15	2.15	lidded	1	1	1.0	0	0	1
oewn-02998449-a	mutagenic	1	2.15	2.15	mutagenic	1	1	1.0	0	0	1
oewn-03103656-a	nodular	1	2.15	2.15	nodular	1	1	1.0	0	0	1
oewn-01666975-a	opposable	2	2.15	2.15	opposable	2	2	1.0	0	0	1
oewn-02919679-a	seismological	2	2.15	2.15	seismological	0	2	0.0	0	0	1
oewn-03033380-a	shrubby	3	2.15	2.15	shrubby	0	3	0.0	0	0	1
oewn-00360942-a	uncharitable	1	2.15	2.15	uncharitable	0	1	0.0	0	0	1
oewn-02485004-a	unipolar	1	2.15	2.15	unipolar	0	1	0.0	0	0	1
oewn-00094128-a	alienable	7	3.22	2.14	negotiable	0	7	0.0	0	0	3
oewn-00474982-a	combustible	11	3.17	2.14	flammable	7	11	0.64	0	0	6
oewn-01069759-a	unfree	3	2.45	2.14	servile	0	3	0.0	0	0	3
oewn-02462089-a	table d'hote	2	2.2	2.14	prix fixe	0	2	0.0	0	0	1
oewn-00571354-a	conquerable	6	2.14	2.14	beatable	2	6	0.33	0	0	3
oewn-02919960-a	duodenal	1	2.14	2.14	duodenal	0	1	0.0	0	0	1
oewn-02725878-a	dural	1	2.14	2.14	dural	0	1	0.0	0	0	1
oewn-02726685-a	eugenic	1	2.14	2.14	eugenic	1	1	1.0	0	0	1
oewn-01224173-a	gabled	1	2.14	2.14	gabled	0	1	0.0	0	0	1
oewn-02751786-a	homeostatic	1	2.14	2.14	homeostatic	0	1	0.0	0	0	1
oewn-02912280-a	intramolecular	1	2.14	2.14	intramolecular	0	1	0.0	0	0	1
oewn-02906920-a	masted	1	2.14	2.14	masted	1	1	1.0	0	0	1
oewn-03097595-a	metacarpal	1	2.14	2.14	metacarpal	0	1	0.0	0	0	1
oewn-00243003-a	mononuclear	2	2.14	2.14	mononuclear	0	2	0.0	0	0	1
oewn-02922801-a	nonparametric	1	2.14	2.14	nonparametric	1	1	1.0	0	0	1
oewn-02867743-a	pericardial	2	2.14	2.14	pericardial	0	2	0.0	0	0	1
oewn-03165766-a	sintered	1	2.14	2.14	sintered	0	1	0.0	0	0	1
oewn-02853866-a	sociolinguistic	1	2.14	2.14	sociolinguistic	0	1	0.0	0	0	1
oewn-02897094-a	subclinical	1	2.14	2.14	subclinical	0	1	0.0	0	0	1
oewn-03003094-a	teleological	1	2.14	2.14	teleological	0	1	0.0	0	0	1
oewn-01101847-a	unfurnished	1	2.14	2.14	unfurnished	0	1	0.0	0	0	1
oewn-03141583-a	weatherly	1	2.14	2.14	weatherly	0	1	0.0	0	0	1
oewn-01400390-a	leaky	9	3.37	2.13	porous	2	9	0.22	0	0	5
oewn-01953528-a	nonreciprocal	5	3.31	2.13	unanswered	4	5	0.8	0	0	3
oewn-02919354-a	thermodynamic	2	2.93	2.13	thermodynamic	0	2	0.0	0	0	1
oewn-02883370-a	conjugal	2	2.65	2.13	conjugal	0	2	0.0	0	0	1
oewn-01344973-a	interspecies	2	2.2	2.13	interspecies	2	2	1.0	0	0	1
oewn-02947572-a	adverbial	1	2.13	2.13	adverbial	0	1	0.0	0	0	1
oewn-02992128-a	cometary	2	2.13	2.13	cometary	0	2	0.0	0	0	1
oewn-02866855-a	contrapuntal	1	2.13	2.13	contrapuntal	0	1	0.0	0	0	1
oewn-00879918-a	enfranchised	1	2.13	2.13	enfranchised	0	1	0.0	0	0	1
oewn-01622011-a	facultative	1	2.13	2.13	facultative	0	1	0.0	0	0	1
oewn-02736188-a	facultative	1	2.13	2.13	facultative	0	1	0.0	0	0	1
oewn-02880719-a	octal	1	2.13	2.13	octal	0	1	0.0	0	0	1
oewn-02867940-a	perineal	1	2.13	2.13	perineal	0	1	0.0	0	0	1
oewn-02703923-a	physicochemical	1	2.13	2.13	physicochemical	0	1	0.0	0	0	1
oewn-01565957-a	unmoving	2	2.13	2.13	unmoving	2	2	1.0	0	0	2
oewn-02654828-a	ascetic	2	2.81	2.12	ascetic	0	2	0.0	0	0	1
oewn-03076632-a	euclidian	2	2.79	2.12	euclidean	0	2	0.0	0	0	1
oewn-00911537-a	unflattering	2	2.76	2.12	unflattering	2	2	1.0	0	0	1
oewn-02639827-a	anticancer	4	2.44	2.12	anticancer	4	4	1.0	0	0	1
oewn-02631280-a	anamorphic	1	2.12	2.12	anamorphic	0	1	0.0	0	0	1
oewn-02631409-a	anamorphic	1	2.12	2.12	anamorphic	0	1	0.0	0	0	1
oewn-02855059-a	cephalic	1	2.12	2.12	cephalic	0	1	0.0	0	0	1
oewn-90019731-a	glowy	1	2.12	2.12	glowy	0	1	0.0	0	0	1
oewn-02861886-a	humoral	1	2.12	2.12	humoral	0	1	0.0	0	0	1
oewn-02762894-a	isthmian	1	2.12	2.12	isthmian	0	1	0.0	0	0	1
oewn-02792912-a	polyhedral	1	2.12	2.12	polyhedral	0	1	0.0	0	0	1
oewn-03109553-a	scrotal	1	2.12	2.12	scrotal	0	1	0.0	0	0	1
oewn-02905688-a	sensorimotor	1	2.12	2.12	sensorimotor	0	1	0.0	0	0	1
oewn-03131605-a	spiny-finned	1	2.12	2.12	spiny-finned	0	1	0.0	0	0	1
oewn-00643305-a	discourteous	10	5.33	2.11	short	5	10	0.5	0	0	5
oewn-00017820-a	acceptable	5	4.27	2.11	acceptable	5	5	1.0	0	0	4
oewn-00909127-a	complimentary	8	3.6	2.11	praising	4	8	0.5	0	0	3
oewn-02163994-a	unshod	6	3.39	2.11	barefoot	1	6	0.17	0	0	3
oewn-02392399-a	voluble	7	3.16	2.11	gabby	1	7	0.14	0	0	2
oewn-01547032-a	monoecious	10	2.53	2.11	polygamous	0	10	0.0	0	0	5
oewn-00352328-a	unadjusted	2	2.12	2.11	maladjusted	2	2	1.0	0	0	2
oewn-02658726-a	attitudinal	1	2.11	2.11	attitudinal	0	1	0.0	0	0	1
oewn-00181659-a	autochthonous	1	2.11	2.11	autochthonous	0	1	0.0	0	0	1
oewn-02734048-a	estrogenic	1	2.11	2.11	estrogenic	0	1	0.0	0	0	1
oewn-00367105-a	monoclinic	1	2.11	2.11	monoclinic	0	1	0.0	0	0	1
oewn-00129954-a	prehensile	1	2.11	2.11	prehensile	0	1	0.0	0	0	1
oewn-02814962-a	subarctic	1	2.11	2.11	subarctic	0	1	0.0	0	0	1
oewn-90004941-a	tatted	1	2.11	2.11	tatted	0	1	0.0	0	0	1
oewn-02832994-a	vagal	2	2.11	2.11	vagal	0	2	0.0	0	0	1
oewn-03021936-a	vesicular	1	2.11	2.11	vesicular	0	1	0.0	0	0	1
oewn-02519350-a	unventilated	9	5.36	2.1	close	5	9	0.56	0	0	5
oewn-00949257-a	fingered	3	3.08	2.1	fingered	1	3	0.33	0	0	2
oewn-02853070-a	bovine	2	3.01	2.1	bovine	0	2	0.0	0	0	1
oewn-00876421-a	endogenous	2	2.99	2.1	endogenous	0	2	0.0	0	0	1
oewn-02694742-a	categorical	2	2.88	2.1	categorical	0	2	0.0	0	0	1
oewn-00352919-a	maladjusted	3	2.12	2.1	maladjusted	3	3	1.0	0	0	2
oewn-03156813-a	WYSIWYG	1	2.1	2.1	WYSIWYG	0	1	0.0	0	0	1
oewn-02676202-a	biogenic	1	2.1	2.1	biogenic	0	1	0.0	0	0	1
oewn-03071093-a	damascene	1	2.1	2.1	damascene	0	1	0.0	0	0	1
oewn-02774195-a	meiotic	1	2.1	2.1	meiotic	0	1	0.0	0	0	1
oewn-02998609-a	mutational	1	2.1	2.1	mutational	0	1	0.0	0	0	1
oewn-02917372-a	psychogenetic	2	2.1	2.1	psychogenic	2	2	1.0	0	0	1
oewn-02956457-a	tympanic	1	2.1	2.1	tympanic	0	1	0.0	0	0	1
oewn-02956539-a	tympanic	1	2.1	2.1	tympanic	0	1	0.0	0	0	1
oewn-01916099-a	uncontaminated	1	2.1	2.1	uncontaminated	1	1	1.0	0	0	1
oewn-03142005-a	wheaten	3	3.99	2.09	whole-wheat	0	3	0.0	0	0	1
oewn-00046329-a	adaptive	6	3.61	2.09	adaptive	5	6	0.83	0	0	4
oewn-01036379-a	splayfooted	5	3.28	2.09	flat-footed	0	5	0.0	0	0	3
oewn-01972213-a	unrequested	4	3.2	2.09	unsolicited	3	4	0.75	0	0	3
oewn-02014604-a	retractile	2	2.94	2.09	retractable	2	2	1.0	0	0	2
oewn-02664356-a	axiomatic	2	2.54	2.09	axiomatic	0	2	0.0	0	0	1
oewn-00135472-a	unapproachable	3	2.34	2.09	unapproachable	3	3	1.0	0	0	2
oewn-02622948-a	allergenic	1	2.09	2.09	allergenic	0	1	0.0	0	0	1
oewn-03056891-a	asphyxiated	1	2.09	2.09	asphyxiated	1	1	1.0	0	0	1
oewn-02920964-a	calligraphic	2	2.09	2.09	calligraphic	0	2	0.0	0	0	1
oewn-03021579-a	eosinophilic	1	2.09	2.09	eosinophilic	0	1	0.0	0	0	1
oewn-01603810-a	hypotensive	1	2.09	2.09	hypotensive	1	1	1.0	0	0	1
oewn-81879322-a	metrosexual	1	2.09	2.09	metrosexual	0	1	0.0	0	0	1
oewn-02794452-a	precancerous	1	2.09	2.09	precancerous	1	1	1.0	0	0	1
oewn-03018021-a	providential	1	2.09	2.09	providential	0	1	0.0	0	0	1
oewn-02898275-a	psychosexual	1	2.09	2.09	psychosexual	0	1	0.0	0	0	1
oewn-02800744-a	ruminant	1	2.09	2.09	ruminant	0	1	0.0	0	0	1
oewn-03126721-a	schismatic	2	2.09	2.09	schismatic	0	2	0.0	0	0	1
oewn-03153981-a	subclavian	1	2.09	2.09	subclavian	0	1	0.0	0	0	1
oewn-02577356-a	winged	16	4.18	2.08	wing-shaped	1	16	0.06	0	0	11
oewn-01604114-a	paranormal	7	3.8	2.08	psychic	2	7	0.29	0	0	5
oewn-02954295-a	phylogenetic	2	2.87	2.08	phylogenetic	0	2	0.0	0	0	1
oewn-02863150-a	igneous	3	2.81	2.08	igneous	0	3	0.0	0	0	1
oewn-00255481-a	unlaced	2	2.73	2.08	untied	0	2	0.0	0	0	1
oewn-02953684-a	phenotypical	2	2.68	2.08	phenotypic	0	2	0.0	0	0	1
oewn-02927543-a	dermatologic	2	2.16	2.08	dermatological	0	2	0.0	0	0	1
oewn-02857628-a	antediluvian	2	2.08	2.08	antediluvian	0	2	0.0	0	0	1
oewn-02642245-a	anxiolytic	1	2.08	2.08	anxiolytic	1	1	1.0	0	0	1
oewn-02447392-a	atonal	2	2.08	2.08	atonal	2	2	1.0	0	0	1
oewn-02699106-a	cephalopod	2	2.08	2.08	cephalopod	0	2	0.0	0	0	1
oewn-02999378-a	chromatographic	2	2.08	2.08	chromatographic	0	2	0.0	0	0	1
oewn-02022617-a	counterrevolutionary	1	2.08	2.08	counterrevolutionary	1	1	1.0	0	0	1
oewn-02856756-a	counterrevolutionary	1	2.08	2.08	counterrevolutionary	1	1	1.0	0	0	1
oewn-02724104-a	dimorphic	2	2.08	2.08	dimorphic	0	2	0.0	0	0	1
oewn-02744251-a	gastroesophageal	1	2.08	2.08	gastroesophageal	0	1	0.0	0	0	1
oewn-00564291-a	incongruent	1	2.08	2.08	incongruent	1	1	1.0	0	0	1
oewn-02894416-a	neurogenic	1	2.08	2.08	neurogenic	0	1	0.0	0	0	1
oewn-02845615-a	pentangular	2	2.08	2.08	pentagonal	0	2	0.0	0	0	1
oewn-02810700-a	squinty	1	2.08	2.08	squinty	1	1	1.0	0	0	1
oewn-02828938-a	tortious	1	2.08	2.08	tortious	1	1	1.0	0	0	1
oewn-00293738-a	unburied	1	2.08	2.08	unburied	1	1	1.0	0	0	1
oewn-03157785-a	zygomatic	1	2.08	2.08	zygomatic	0	1	0.0	0	0	1
oewn-02946452-a	pneumonic	3	3.5	2.07	pulmonary	0	3	0.0	0	0	1
oewn-01206990-a	nonhierarchical	5	2.57	2.07	unranked	3	5	0.6	0	0	2
oewn-02987385-a	gastronomic	2	2.47	2.07	gastronomic	0	2	0.0	0	0	1
oewn-02660788-a	aurous	2	2.07	2.07	auric	0	2	0.0	0	0	1
oewn-03016069-a	dialectal	1	2.07	2.07	dialectal	0	1	0.0	0	0	1
oewn-02946622-a	pneumonic	1	2.07	2.07	pneumonic	1	1	1.0	0	0	1
oewn-02794991-a	premenstrual	1	2.07	2.07	premenstrual	0	1	0.0	0	0	1
oewn-02948770-a	pronominal	1	2.07	2.07	pronominal	0	1	0.0	0	0	1
oewn-91001361-a	punny	1	2.07	2.07	punny	0	1	0.0	0	0	1
oewn-03134811-a	tarsal	1	2.07	2.07	tarsal	0	1	0.0	0	0	1
oewn-02069203-a	salable	7	3.06	2.06	marketable	5	8	0.62	0	0	3
oewn-01354239-a	extroversive	9	2.57	2.06	extrovert	1	9	0.11	0	0	3
oewn-02601403-a	webbed	2	2.53	2.06	webbed	0	2	0.0	0	0	2
oewn-02783465-a	paleontological	2	2.25	2.06	paleontological	0	2	0.0	0	0	1
oewn-00997560-a	nonfatal	2	2.17	2.06	nonlethal	2	2	1.0	0	0	2
oewn-02660411-a	auroral	2	2.06	2.06	auroral	0	2	0.0	0	0	1
oewn-02660578-a	auroral	1	2.06	2.06	auroral	0	1	0.0	0	0	1
oewn-02689414-a	capsular	1	2.06	2.06	capsular	0	1	0.0	0	0	1
oewn-02689587-a	capsular	1	2.06	2.06	capsular	0	1	0.0	0	0	1
oewn-00627874-a	inconsiderable	1	2.06	2.06	inconsiderable	0	1	0.0	0	0	1
oewn-00113826-a	inflectional	1	2.06	2.06	inflectional	0	1	0.0	0	0	1
oewn-02774931-a	microeconomic	1	2.06	2.06	microeconomic	0	1	0.0	0	0	1
oewn-00278997-a	moonless	1	2.06	2.06	moonless	1	1	1.0	0	0	1
oewn-02795123-a	presentational	1	2.06	2.06	presentational	0	1	0.0	0	0	1
oewn-02925183-a	psychomotor	1	2.06	2.06	psychomotor	0	1	0.0	0	0	1
oewn-03136764-a	thermostatic	1	2.06	2.06	thermostatic	0	1	0.0	0	0	1
oewn-02955572-a	tractive	1	2.06	2.06	tractive	0	1	0.0	0	0	1
oewn-01963345-a	unrecoverable	5	5.39	2.05	lost	5	5	1.0	0	0	3
oewn-00560039-a	conductive	3	3.06	2.05	conductive	3	3	1.0	0	0	2
oewn-02120729-a	unsanitary	4	2.7	2.05	unsanitary	4	4	1.0	0	0	2
oewn-02933066-a	romish	5	2.07	2.05	popish	0	5	0.0	0	0	1
oewn-02606144-a	allogeneic	1	2.05	2.05	allogeneic	0	1	0.0	0	0	1
oewn-03084538-a	allopathic	1	2.05	2.05	allopathic	0	1	0.0	0	0	1
oewn-03058774-a	bardic	1	2.05	2.05	bardic	0	1	0.0	0	0	1
oewn-02886004-a	chorionic	1	2.05	2.05	chorionic	0	1	0.0	0	0	1
oewn-00911705-a	euphemistic	1	2.05	2.05	euphemistic	1	1	1.0	0	0	1
oewn-02743770-a	garlicky	1	2.05	2.05	garlicky	0	1	0.0	0	0	1
oewn-02747012-a	gluteal	1	2.05	2.05	gluteal	0	1	0.0	0	0	1
oewn-01163075-a	nonalcoholic	1	2.05	2.05	nonalcoholic	0	1	0.0	0	0	1
oewn-00487581-a	noncommissioned	1	2.05	2.05	noncommissioned	0	1	0.0	0	0	1
oewn-02782551-a	oropharyngeal	1	2.05	2.05	oropharyngeal	0	1	0.0	0	0	1
oewn-02867590-a	oxalic	1	2.05	2.05	oxalic	0	1	0.0	0	0	1
oewn-02785512-a	parotid	1	2.05	2.05	parotid	0	1	0.0	0	0	1
oewn-03018753-a	sternal	1	2.05	2.05	sternal	0	1	0.0	0	0	1
oewn-02815077-a	subcortical	1	2.05	2.05	subcortical	0	1	0.0	0	0	1
oewn-03144228-a	zodiacal	1	2.05	2.05	zodiacal	0	1	0.0	0	0	1
oewn-01160432-a	soft	9	4.68	2.04	soft	0	9	0.0	0	0	3
oewn-01326048-a	inspiring	3	4.04	2.04	inspiring	3	3	1.0	0	0	2
oewn-00832318-a	edible	11	3.95	2.04	vegan	5	11	0.45	0	0	6
oewn-01887795-a	prophetic	26	3.54	2.04	second-sighted	5	26	0.19	0	0	9
oewn-01479461-a	unmanly	11	3.23	2.04	sissy	3	11	0.27	0	0	3
oewn-02940529-a	subtropical	4	2.92	2.04	subtropical	0	4	0.0	0	0	1
oewn-01531194-a	irremovable	2	2.77	2.04	tenured	2	2	1.0	0	0	2
oewn-00159672-a	unattached	5	2.68	2.04	unattached	5	5	1.0	0	0	2
oewn-01748158-a	impenitent	3	2.61	2.04	unrepentant	3	3	1.0	0	0	1
oewn-00920727-a	exchangeable	7	2.6	2.04	vicarious	6	7	0.86	0	0	5
oewn-01744236-a	unpaved	2	2.44	2.04	unpaved	2	2	1.0	0	0	2
oewn-03076921-a	fatalist	2	2.28	2.04	fatalistic	2	2	1.0	0	0	1
oewn-02671356-a	behavioristic	4	2.27	2.04	behaviorist	0	4	0.0	0	0	1
oewn-02736500-a	fanged	1	2.04	2.04	fanged	0	1	0.0	0	0	1
oewn-02986894-a	gonadal	1	2.04	2.04	gonadal	0	1	0.0	0	0	1
oewn-02997094-a	hypothermic	1	2.04	2.04	hypothermic	0	1	0.0	0	0	1
oewn-02605570-a	invertible	1	2.04	2.04	invertible	0	1	0.0	0	0	1
oewn-02840123-a	lapidary	1	2.04	2.04	lapidary	0	1	0.0	0	0	1
oewn-02920200-a	neurophysiological	1	2.04	2.04	neurophysiological	0	1	0.0	0	0	1
oewn-02605672-a	non-invertible	1	2.04	2.04	non-invertible	1	1	1.0	0	0	1
oewn-02852563-a	sigmoid	1	2.04	2.04	sigmoid	0	1	0.0	0	0	1
oewn-00257319-a	untangled	4	2.98	2.03	loosened	0	4	0.0	0	0	2
oewn-02731337-a	epidural	2	2.9	2.03	epidural	0	2	0.0	0	0	1
oewn-02614960-a	adrenergic	2	2.44	2.03	adrenergic	0	2	0.0	0	0	1
oewn-02639434-a	anthropometric	2	2.03	2.03	anthropometric	0	2	0.0	0	0	1
oewn-02671042-a	bathymetric	2	2.03	2.03	bathymetric	0	2	0.0	0	0	1
oewn-02720177-a	cytogenetic	2	2.03	2.03	cytogenetic	0	2	0.0	0	0	1
oewn-00958155-a	eyeless	1	2.03	2.03	eyeless	1	1	1.0	0	0	1
oewn-02785611-a	paroxysmal	1	2.03	2.03	paroxysmal	0	1	0.0	0	0	1
oewn-02948445-a	phrasal	1	2.03	2.03	phrasal	0	1	0.0	0	0	1
oewn-02822367-a	tendril-climbing	1	2.03	2.03	tendril-climbing	0	1	0.0	0	0	1
oewn-02823777-a	testamentary	1	2.03	2.03	testamentary	0	1	0.0	0	0	1
oewn-00234945-a	unicameral	1	2.03	2.03	unicameral	0	1	0.0	0	0	1
oewn-03139861-a	valvular	1	2.03	2.03	valvular	0	1	0.0	0	0	1
oewn-01358055-a	intrusive	3	3.33	2.02	intrusive	0	3	0.0	0	0	2
oewn-02429304-a	thoughtless	6	3.04	2.02	inconsiderate	4	6	0.67	0	0	3
oewn-00344599-a	evitable	4	2.97	2.02	avoidable	4	4	1.0	0	0	1
oewn-02608266-a	flowerless	3	2.97	2.02	spore-bearing	1	3	0.33	0	0	2
