family_id	head	size	peak_zipf	median_zipf	peak_word	charged	labelled	charged_pct	eligible	covered	synsets
oewn-01936911-a	ready	10	5.59	5.06	set	7	10	0.7	1	7	7
oewn-00023420-a	inaccurate	9	5.62	4.96	away	7	9	0.78	1	5	5
oewn-02281076-a	sound	8	6.12	4.77	good	7	8	0.88	1	5	5
oewn-00021803-a	accurate	12	5.96	4.7	right	9	12	0.75	1	8	8
oewn-01051573-a	fortunate	12	6.12	4.62	good	12	12	1.0	1	8	8
oewn-00229099-a	best	20	6.11	4.61	first	17	20	0.85	1	9	12
oewn-00658802-a	crucial	8	5.44	4.55	important	6	8	0.75	1	4	4
oewn-00727525-a	reliable	9	5.67	4.48	sure	8	9	0.89	1	4	4
oewn-02349336-a	superior	50	6.42	4.45	A-one	44	51	0.86	1	1	24
oewn-00740790-a	preserved	9	5.0	4.45	kept up	8	10	0.8	1	6	6
oewn-00303560-a	calm	9	5.92	4.4	still	9	9	1.0	1	0	4
oewn-00782933-a	distinct	13	5.25	4.38	clear	13	13	1.0	1	0	8
oewn-00943706-a	explicit	10	4.74	4.38	stated	10	10	1.0	1	0	6
oewn-00309819-a	careful	19	5.67	4.34	sure	14	19	0.74	1	0	12
oewn-00071547-a	affected	9	5.33	4.34	taken	7	9	0.78	1	0	7
oewn-02107054-a	senior	8	5.3	4.33	major	8	8	1.0	1	0	5
oewn-02107989-a	junior	9	4.69	4.32	younger	9	9	1.0	1	0	4
oewn-00653599-a	critical	10	5.1	4.31	serious	9	10	0.9	1	0	4
oewn-01950023-a	reasonable	12	5.15	4.29	sound	10	12	0.83	1	0	4
oewn-00833284-a	educated	10	5.42	4.28	well-read	8	10	0.8	1	0	5
oewn-00806609-a	sharp	12	4.61	4.26	cutting	11	12	0.92	1	0	5
oewn-02029118-a	rich	15	5.85	4.25	well-to-do	14	15	0.93	1	3	3
oewn-00609798-a	conventional	11	5.04	4.25	straight	8	11	0.73	1	0	5
oewn-01378100-a	known	15	5.39	4.24	known	12	15	0.8	1	0	8
oewn-01047939-a	informal	8	5.12	4.23	free-and-easy	9	9	1.0	1	0	5
oewn-01337350-a	intelligent	19	5.28	4.21	ready	14	19	0.74	1	7	10
oewn-00019169-a	accessible	8	5.35	4.18	get-at-able	6	8	0.75	1	0	4
oewn-00191603-a	aware	8	4.78	4.16	aware	8	8	1.0	1	0	4
oewn-01843460-a	precise	14	6.0	4.13	very	13	14	0.93	1	0	10
oewn-00480005-a	uncomfortable	10	5.53	4.13	bad	10	10	1.0	1	0	7
oewn-00287444-a	broad-minded	11	5.09	4.13	free-thinking	10	11	0.91	1	0	5
oewn-00959321-a	fair	10	6.43	4.12	just	7	10	0.7	1	0	5
oewn-02473921-a	trustworthy	12	5.67	4.12	sure	10	13	0.77	1	0	6
oewn-01709214-a	overt	8	5.48	4.11	open	6	8	0.75	1	0	5
oewn-01920096-a	unqualified	11	5.25	4.1	clear	9	11	0.82	1	0	5
oewn-02348283-a	inferior	10	5.51	4.07	small	9	10	0.9	1	0	6
oewn-01335338-a	intellectual	8	6.12	4.06	good	8	8	1.0	1	0	6
oewn-01931771-a	rational	11	5.24	4.06	thinking	9	11	0.82	1	0	5
oewn-01784531-a	mental	9	4.83	4.06	mental	7	9	0.78	1	0	6
oewn-01572768-a	international	11	5.89	4.05	world	8	11	0.73	1	0	5
oewn-00339715-a	confident	8	4.99	4.05	positive	8	8	1.0	1	0	5
oewn-01899020-a	humble	9	5.33	4.03	low	8	9	0.89	1	3	3
oewn-01119091-a	genuine	14	6.12	4.02	good	10	14	0.71	1	5	5
oewn-01591485-a	nasty	8	5.53	4.01	mean	8	8	1.0	1	0	4
oewn-02087716-a	satisfactory	21	5.96	3.99	all right	15	21	0.71	1	0	8
oewn-00453543-a	close	16	6.12	3.98	good	16	18	0.89	1	0	10
oewn-00930819-a	nonexistent	12	5.63	3.98	free	11	12	0.92	1	0	5
oewn-01622205-a	obvious	18	4.75	3.98	frank	16	18	0.89	1	0	9
oewn-00936423-a	expensive	10	4.77	3.95	dear	8	11	0.73	1	0	5
oewn-01464744-a	loved	24	5.36	3.93	wanted	21	24	0.88	1	0	7
oewn-01126910-a	good	31	6.12	3.92	good	25	31	0.81	1	6	12
oewn-01812521-a	pleasing	12	6.12	3.92	good	13	13	1.0	1	0	10
oewn-00748528-a	difficult	34	5.53	3.91	hard	33	35	0.94	1	0	19
oewn-00713705-a	demanding	11	5.53	3.9	hard to please	12	12	1.0	1	0	6
oewn-01295251-a	inclined	10	5.41	3.88	given	9	10	0.9	1	0	5
oewn-00685207-a	deaf	11	4.74	3.88	hard-of-hearing	8	11	0.73	1	0	6
oewn-00064738-a	advantageous	9	6.12	3.85	good	7	9	0.78	1	0	4
oewn-00736491-a	desirable	11	4.84	3.85	in demand	11	11	1.0	1	0	6
oewn-02505035-a	misused	8	5.8	3.84	used	8	8	1.0	1	0	3
oewn-01453748-a	lost	8	5.39	3.82	lost	6	8	0.75	1	0	3
oewn-00036594-a	inactive	9	5.19	3.82	dead	7	9	0.78	1	0	6
oewn-01568466-a	nonmoving	16	5.92	3.79	still	15	16	0.94	1	0	8
oewn-02346685-a	superior	16	5.75	3.79	high	12	16	0.75	1	0	8
oewn-00096133-a	dead	30	5.34	3.78	late	23	30	0.77	1	5	19
oewn-00682414-a	damaged	22	4.99	3.77	beat-up	17	22	0.77	1	0	10
oewn-01374976-a	kind	14	5.45	3.76	kind	14	14	1.0	1	6	6
oewn-02278101-a	sophisticated	9	4.44	3.76	well-informed	7	9	0.78	1	0	5
oewn-01805299-a	pleasant	9	5.22	3.75	beautiful	7	9	0.78	1	0	7
oewn-00119378-a	animated	8	4.76	3.75	alive	6	8	0.75	1	0	4
oewn-01372590-a	just	8	6.43	3.74	just	7	8	0.88	1	0	5
oewn-02233368-a	skilled	20	6.12	3.74	good	17	21	0.81	1	0	10
oewn-02568127-a	wholesome	17	6.12	3.72	good for you	17	18	0.94	1	0	7
oewn-00587481-a	constructive	9	4.6	3.72	creative	8	10	0.8	1	0	7
oewn-01009264-a	unfinished	8	4.53	3.72	raw	6	8	0.75	1	0	6
oewn-00970318-a	strange	24	6.16	3.71	other	21	25	0.84	1	0	13
oewn-01989711-a	reputable	15	6.12	3.71	good	13	15	0.87	1	0	6
oewn-01876839-a	profitable	11	5.12	3.7	paid	10	11	0.91	1	0	6
oewn-02105605-a	selfish	14	4.87	3.7	self-involved	14	14	1.0	1	3	3
oewn-02341445-a	unsuccessful	28	6.38	3.69	out	26	29	0.9	1	0	14
oewn-01229113-a	honorable	8	5.1	3.69	august	8	8	1.0	1	0	4
oewn-02353767-a	inferior	39	5.53	3.67	bad	39	39	1.0	1	6	18
oewn-02005010-a	irresponsible	14	5.49	3.67	do-nothing	13	14	0.93	1	0	8
oewn-00219320-a	beautiful	29	5.46	3.67	good-looking	28	29	0.97	1	10	16
oewn-01911832-a	pure	21	5.33	3.67	light	16	22	0.73	1	0	14
oewn-01285124-a	impressive	41	5.1	3.67	amazing	33	41	0.8	1	0	16
oewn-01564906-a	moving	8	5.02	3.67	moving	7	8	0.88	1	0	5
oewn-00440447-a	smart	11	6.6	3.66	with-it	8	11	0.73	1	0	4
oewn-00671807-a	noncurrent	9	6.04	3.65	back	7	10	0.7	1	0	6
oewn-02042744-a	wrong	10	5.39	3.65	wrong	10	10	1.0	1	0	4
oewn-01575756-a	artificial	30	5.57	3.62	man-made	23	31	0.74	1	0	14
oewn-01756665-a	imperfect	10	4.88	3.62	broken	9	10	0.9	1	0	7
oewn-02339254-a	successful	18	7.27	3.61	in	16	18	0.89	1	0	10
oewn-01871147-a	productive	14	4.91	3.61	rich	12	14	0.86	1	0	8
oewn-01842067-a	impractical	15	5.07	3.59	crazy	14	15	0.93	1	0	6
oewn-01739985-a	patient	10	4.77	3.58	patient	8	10	0.8	1	6	6
oewn-01452455-a	lost	8	5.39	3.57	lost	6	8	0.75	1	0	6
oewn-02066198-a	dangerous	22	4.88	3.57	touch-and-go	17	22	0.77	1	0	11
oewn-01129296-a	bad	42	5.92	3.55	no-good	42	42	1.0	1	6	20
oewn-02072149-a	different	20	5.59	3.54	different	17	23	0.74	1	0	14
oewn-00888937-a	enthusiastic	14	5.07	3.54	crazy	10	14	0.71	1	0	8
oewn-00851498-a	obligatory	10	5.02	3.54	required	7	10	0.7	1	0	8
oewn-02186899-a	sincere	14	5.4	3.53	true	10	14	0.71	1	7	7
oewn-00151470-a	articulate	10	4.91	3.53	speaking	9	10	0.9	1	0	4
oewn-01501055-a	meaningless	10	4.59	3.53	empty	8	10	0.8	1	0	6
oewn-00999158-a	favorable	8	3.85	3.53	favorable	8	8	1.0	1	0	3
oewn-00737862-a	destroyed	39	5.58	3.52	done for	30	40	0.75	1	0	17
oewn-00978362-a	stylish	10	4.83	3.52	smart	10	10	1.0	1	0	5
oewn-02533434-a	vulnerable	17	5.48	3.5	open	16	17	0.94	1	0	11
oewn-01346766-a	interesting	12	5.0	3.5	interesting	12	12	1.0	1	0	6
oewn-00051936-a	inadequate	12	4.49	3.5	wanting	12	12	1.0	1	0	4
oewn-00762004-a	diplomatic	8	4.4	3.5	smooth	6	8	0.75	1	0	3
oewn-02168847-a	significant	22	5.44	3.49	important	19	22	0.86	1	0	12
oewn-01302836-a	nonindulgent	19	5.13	3.49	blue	14	19	0.74	1	7	8
oewn-02431459-a	tidy	13	5.04	3.48	straight	12	15	0.8	1	0	9
oewn-00580271-a	inconsistent	12	4.28	3.48	at odds	10	12	0.83	1	0	6
oewn-00964581-a	loyal	8	4.94	3.46	true-blue	6	8	0.75	1	7	7
oewn-00194616-a	alarming	52	4.88	3.45	sick	50	52	0.96	1	0	15
oewn-01758923-a	permanent	15	4.86	3.45	standing	14	15	0.93	1	0	5
oewn-01173787-a	healthy	25	6.12	3.44	good	26	26	1.0	1	0	15
oewn-01902545-a	provocative	14	4.62	3.44	charged	13	14	0.93	1	0	6
oewn-02472382-a	distrustful	18	4.24	3.44	jealous	17	18	0.94	1	5	7
oewn-01231893-a	hopeless	15	5.46	3.43	black	13	15	0.87	1	0	9
oewn-02127738-a	frivolous	18	5.33	3.43	light	15	19	0.79	1	0	7
oewn-01289803-a	noticeable	10	4.53	3.43	broad	8	10	0.8	1	0	6
oewn-00687757-a	decisive	8	4.11	3.43	deciding	6	8	0.75	1	0	4
oewn-00630690-a	bodied	14	3.48	3.43	bodied	10	14	0.71	1	0	11
oewn-01523886-a	unmitigated	26	5.33	3.42	fucking	19	26	0.73	1	0	5
oewn-01886613-a	improper	11	6.01	3.4	out of the way	11	11	1.0	1	0	4
oewn-01668036-a	optimistic	10	4.1	3.4	rose-colored	10	10	1.0	1	0	6
oewn-00706554-a	dejected	20	5.88	3.39	down	16	20	0.8	1	0	6
oewn-00610798-a	unconventional	24	5.86	3.38	way-out	20	24	0.83	1	0	7
oewn-02595419-a	worthy	22	5.16	3.38	worth	22	22	1.0	1	0	14
oewn-01691099-a	original	15	6.25	3.37	new	12	15	0.8	1	0	7
oewn-01673111-a	disorganized	14	4.88	3.37	broken	10	14	0.71	1	0	7
oewn-01744456-a	patriotic	8	4.2	3.37	loyal	6	8	0.75	1	0	2
oewn-01648062-a	old	38	5.75	3.36	old	33	39	0.85	1	0	18
oewn-02429932-a	thrifty	8	4.59	3.35	saving	6	8	0.75	1	0	4
oewn-01592579-a	noble	16	4.91	3.34	grand	16	16	1.0	1	0	4
oewn-00092165-a	alert	11	4.75	3.34	fly	12	12	1.0	1	0	5
oewn-01410437-a	illegitimate	12	5.05	3.33	base	12	12	1.0	1	0	7
oewn-02398903-a	wild	11	4.8	3.33	wild	9	11	0.82	1	0	5
oewn-00686462-a	indecent	8	4.45	3.33	gross	7	8	0.88	1	0	5
oewn-00149002-a	artful	20	5.05	3.32	deep	17	20	0.85	1	4	8
oewn-02444489-a	intolerable	9	4.78	3.32	impossible	7	10	0.7	1	0	6
oewn-01753804-a	perfect	25	5.88	3.31	down	24	25	0.96	1	0	16
oewn-01158857-a	hard	10	5.53	3.31	hard	7	10	0.7	1	0	4
oewn-00478809-a	comfortable	11	5.29	3.31	easy	8	11	0.73	1	0	5
oewn-01811138-a	displeased	24	4.88	3.31	sick	20	24	0.83	1	0	6
oewn-01124687-a	glorious	14	4.63	3.31	inspired	10	14	0.71	1	0	8
oewn-00944754-a	implicit	16	4.58	3.31	understood	13	16	0.81	1	0	4
oewn-01354915-a	intrusive	10	4.75	3.3	busy	10	10	1.0	1	0	3
oewn-01004300-a	infelicitous	8	4.36	3.3	ill-chosen	8	8	1.0	1	0	3
oewn-00104850-a	ambitious	12	6.16	3.29	would-be	11	12	0.92	1	0	6
oewn-01585523-a	unnecessary	14	4.98	3.29	extra	11	15	0.73	1	0	5
oewn-02397788-a	wild	8	4.8	3.29	wild	7	8	0.88	1	0	5
oewn-02580838-a	foolish	29	4.74	3.29	mad	23	29	0.79	1	0	9
oewn-00413644-a	noncivilized	12	4.8	3.27	wild	9	12	0.75	1	0	5
oewn-01320916-a	injured	15	4.96	3.26	black-and-blue	12	15	0.8	1	0	8
oewn-01146764-a	sudden	8	4.48	3.26	sharp	6	8	0.75	1	0	7
oewn-01134543-a	evil	31	5.53	3.25	bad	33	33	1.0	1	0	9
oewn-00895672-a	unequal	10	4.28	3.25	odds-on	8	10	0.8	1	0	7
oewn-01072500-a	stale	19	5.54	3.24	day-old	15	19	0.79	1	0	13
oewn-01053161-a	unfortunate	29	5.53	3.24	too bad	28	29	0.97	1	0	9
oewn-00876911-a	energetic	19	5.11	3.24	high-energy	17	19	0.89	1	0	9
oewn-02236080-a	unskilled	22	5.06	3.24	out of practice	19	22	0.86	1	0	12
oewn-01612846-a	unnoticed	13	4.4	3.24	forgotten	10	13	0.77	1	0	6
oewn-01692724-a	unoriginal	23	5.19	3.23	ready-made	23	23	1.0	1	0	6
oewn-01715524-a	painful	26	4.53	3.23	raw	26	26	1.0	1	0	12
oewn-00263658-a	brave	18	5.72	3.21	game	16	18	0.89	1	8	8
oewn-01826770-a	possible	18	5.36	3.21	possible	17	18	0.94	1	0	8
oewn-00531471-a	composed	20	5.15	3.21	cool	14	20	0.7	1	0	6
oewn-01265721-a	inhumane	19	5.02	3.21	cold	20	20	1.0	1	5	6
oewn-02332106-a	weak	22	4.88	3.21	sick	18	23	0.78	1	0	12
oewn-01323940-a	guilty	19	4.75	3.21	criminal	17	19	0.89	1	0	12
oewn-00592317-a	discontented	11	4.38	3.21	ill-affected	11	11	1.0	1	0	4
oewn-01260684-a	cold	9	5.02	3.2	cold	9	9	1.0	1	0	3
oewn-01192305-a	heavy	15	4.96	3.2	heavy	13	15	0.87	1	0	6
oewn-00777882-a	discriminating	10	6.12	3.19	good	10	10	1.0	1	0	8
oewn-01095835-a	malfunctioning	10	5.53	3.19	bad	9	10	0.9	1	0	5
oewn-02081496-a	insane	64	5.07	3.19	crazy	54	64	0.84	1	0	20
oewn-01058772-a	odorous	28	3.58	3.19	smelling	23	28	0.82	1	0	24
oewn-00248306-a	bloody	17	5.32	3.17	red	17	19	0.89	1	0	9
oewn-00429900-a	clear	15	5.25	3.17	clear	13	15	0.87	1	0	7
oewn-00365559-a	depressing	17	5.18	3.17	sorry	17	17	1.0	1	0	3
oewn-02104548-a	seductive	8	3.65	3.17	tempting	6	8	0.75	1	0	5
oewn-00155165-a	ashamed	12	4.61	3.16	guilty	14	14	1.0	1	0	5
oewn-01163575-a	harmful	31	5.53	3.15	bad	31	31	1.0	1	0	14
oewn-00536071-a	incomprehensible	14	5.39	3.15	lost	12	14	0.86	1	0	8
oewn-01578839-a	supernatural	33	4.81	3.14	weird	28	33	0.85	1	0	13
oewn-01462344-a	lovable	12	4.91	3.13	sweet	12	12	1.0	1	0	4
oewn-01884565-a	proper	24	5.96	3.12	right	26	26	1.0	1	0	8
oewn-00907770-a	contemptible	12	5.53	3.12	mean	12	12	1.0	1	0	4
oewn-00839816-a	effortful	24	5.53	3.12	hard	23	26	0.88	1	0	8
oewn-01359531-a	invigorating	19	5.08	3.12	life-giving	18	19	0.95	1	0	7
oewn-02523798-a	wicked	17	4.96	3.12	heavy	16	17	0.94	1	0	8
oewn-01272183-a	hungry	10	4.59	3.12	empty	7	10	0.7	1	0	5
oewn-00175640-a	inaudible	10	4.45	3.12	silent	8	11	0.73	1	0	7
oewn-02030204-a	poor	20	5.53	3.1	hard up	19	20	0.95	1	4	6
oewn-02279294-a	naive	16	5.13	3.1	green	15	16	0.94	1	7	7
oewn-00808265-a	lively	21	5.54	3.09	live	19	21	0.9	1	0	10
oewn-01083985-a	fruitful	22	4.91	3.09	rich	19	23	0.83	1	0	14
oewn-00152373-a	inarticulate	15	4.54	3.09	dumb	15	19	0.79	1	0	9
oewn-02412395-a	lax	11	4.46	3.09	loose	9	11	0.82	1	0	8
oewn-00902256-a	esoteric	17	5.05	3.08	deep	13	17	0.76	1	0	5
oewn-00564734-a	incongruous	10	4.84	3.08	out of keeping	8	10	0.8	1	0	5
oewn-01553334-a	immoral	17	5.13	3.07	fast	14	17	0.82	1	0	5
oewn-01872485-a	unproductive	8	4.74	3.07	dry	7	8	0.88	1	0	4
oewn-01628814-a	offensive	34	4.46	3.07	offensive	34	34	1.0	1	0	11
oewn-00755913-a	undignified	9	4.46	3.06	ridiculous	9	9	1.0	1	0	4
oewn-00425889-a	dirty	21	5.13	3.05	blue	20	21	0.95	1	0	9
oewn-02401968-a	tasteless	22	4.87	3.05	off-color	21	22	0.95	1	0	6
oewn-00167408-a	attractive	28	5.39	3.04	taking	28	28	1.0	1	0	14
oewn-00623350-a	corrupt	18	4.95	3.04	sold-out	16	18	0.89	1	0	7
oewn-02361582-a	unsupported	12	4.8	3.04	wild	10	12	0.83	1	0	4
oewn-00250587-a	bold	21	4.33	3.04	brave	20	21	0.95	1	0	9
oewn-00870521-a	discouraging	9	3.97	3.04	frustrating	8	9	0.89	1	0	5
oewn-00571832-a	unconquerable	12	4.96	3.03	never-say-die	12	12	1.0	1	0	6
oewn-01806732-a	unpleasant	36	5.16	3.02	hot	32	37	0.86	1	0	15
oewn-02086159-a	sarcastic	15	5.46	3.01	black	13	15	0.87	1	0	7
oewn-00418932-a	clean	21	4.97	3.01	clean	15	21	0.71	1	0	11
oewn-00361730-a	chaste	8	4.64	3.01	pure	8	8	1.0	1	0	3
oewn-01315694-a	uninhabited	13	4.4	3.01	abandoned	10	13	0.77	1	0	7
oewn-01904196-a	prudent	8	4.51	3.0	wise	8	8	1.0	1	0	5
oewn-00852781-a	elegant	15	5.23	2.99	fine	15	15	1.0	1	8	8
oewn-01990862-a	disreputable	13	4.39	2.99	damaged	10	13	0.77	1	0	6
oewn-02512179-a	worthless	24	5.92	2.98	no-good	22	24	0.92	1	0	10
oewn-00667636-a	curious	10	4.53	2.98	wondering	9	10	0.9	1	4	4
oewn-00226323-a	malicious	15	3.83	2.98	vicious	15	15	1.0	1	0	9
oewn-00588876-a	destructive	21	4.79	2.97	negative	22	23	0.96	1	0	12
oewn-01670528-a	disorderly	13	3.37	2.97	rough-and-tumble	10	13	0.77	1	0	5
oewn-01466898-a	loving	29	5.82	2.96	in love	28	31	0.9	1	0	15
oewn-01322826-a	innocent	15	5.25	2.96	clear	13	15	0.87	1	0	4
oewn-00268737-a	breathless	14	4.21	2.96	blown	10	14	0.71	1	0	4
oewn-01171361-a	unhealthful	13	3.72	2.96	unhealthy	13	13	1.0	1	0	6
oewn-01277371-a	impaired	12	4.88	2.95	broken	11	12	0.92	1	0	7
oewn-00924255-a	exciting	18	4.72	2.95	electric	15	19	0.79	1	0	9
oewn-01401203-a	tight	12	4.57	2.95	tight	10	12	0.83	1	0	8
oewn-01789689-a	implacable	9	3.9	2.94	stern	8	9	0.89	1	0	3
oewn-02482616-a	tearful	11	4.43	2.92	swimming	10	11	0.91	1	0	6
oewn-01137376-a	good-natured	8	3.53	2.92	even-tempered	8	8	1.0	1	0	3
oewn-00363547-a	cheerful	21	4.9	2.91	gay	18	21	0.86	1	6	7
oewn-00602465-a	uncontrolled	16	4.8	2.91	wild	13	16	0.81	1	0	11
oewn-01851084-a	unprepared	11	3.71	2.91	ad-lib	10	11	0.91	1	0	3
oewn-00362589-a	unchaste	10	5.33	2.9	light	7	10	0.7	1	0	5
oewn-02427668-a	thoughtful	17	5.59	2.89	well thought out	13	17	0.76	1	0	7
oewn-02509563-a	invalid	13	5.53	2.89	bad	12	13	0.92	1	0	8
oewn-02552072-a	ill	68	5.33	2.89	light	57	70	0.81	1	0	35
oewn-01478425-a	unmanageable	8	5.07	2.88	difficult	7	8	0.88	1	0	4
oewn-01814087-a	displeasing	8	4.82	2.88	off-putting	8	8	1.0	1	0	4
oewn-01615595-a	noxious	9	4.16	2.88	deadly	9	9	1.0	1	0	4
oewn-00326179-a	cautious	9	3.79	2.88	cautious	9	9	1.0	1	0	6
oewn-02461024-a	intractable	8	3.76	2.88	stubborn	8	8	1.0	1	0	5
oewn-01142852-a	graceful	15	4.4	2.87	smooth	11	15	0.73	1	0	6
oewn-00107268-a	meager	14	4.73	2.86	hand-to-mouth	11	14	0.79	1	0	6
oewn-01005778-a	sterile	9	3.43	2.86	sterile	9	9	1.0	1	0	4
oewn-01366924-a	sorrowful	32	4.84	2.84	sad	32	32	1.0	1	0	13
oewn-01305746-a	infectious	9	4.2	2.84	catching	7	10	0.7	1	0	4
oewn-01983148-a	irrelevant	10	3.98	2.84	irrelevant	8	10	0.8	1	0	5
oewn-01511081-a	merciless	11	3.92	2.84	fierce	11	11	1.0	1	5	5
oewn-02506940-a	useless	10	4.22	2.83	useless	10	10	1.0	1	0	4
oewn-02138452-a	sexy	46	5.16	2.82	hot	41	48	0.85	1	0	20
oewn-02286688-a	spirited	29	3.86	2.82	lively	26	29	0.9	1	0	14
oewn-01056843-a	malodorous	31	5.75	2.8	high	24	31	0.77	1	0	12
oewn-02122604-a	antiseptic	11	4.97	2.79	clean	10	11	0.91	1	0	6
oewn-00646272-a	creative	8	4.6	2.79	creative	6	8	0.75	1	0	5
oewn-00070140-a	aesthetic	9	4.17	2.79	artistic	7	9	0.78	1	0	5
oewn-01929790-a	unquiet	8	3.91	2.79	troubled	8	8	1.0	1	0	3
oewn-00506504-a	incomparable	18	6.47	2.78	one	16	18	0.89	1	0	5
oewn-00420808-a	dirty	42	5.46	2.78	black	41	42	0.98	1	6	24
oewn-00312461-a	careless	15	4.63	2.77	passing	15	15	1.0	1	4	6
oewn-02121107-a	septic	13	4.55	2.76	dirty	10	13	0.77	1	0	8
oewn-02098311-a	revealing	8	3.97	2.76	revealing	6	8	0.75	1	0	3
oewn-01900825-a	provident	12	5.81	2.75	long	10	12	0.83	1	0	5
oewn-01618017-a	disobedient	14	4.17	2.75	contrary	14	14	1.0	1	0	5
oewn-01133477-a	good	12	6.12	2.74	good	12	12	1.0	1	0	5
oewn-02468337-a	untroubled	9	5.25	2.74	clear	7	9	0.78	1	0	8
oewn-00535112-a	comprehensible	10	4.18	2.74	accessible	10	10	1.0	1	0	4
oewn-00792376-a	submissive	13	4.18	2.74	dominated	13	13	1.0	1	0	6
oewn-01168307-a	healthful	29	6.12	2.73	good	26	29	0.9	1	0	13
oewn-00090040-a	disagreeable	22	5.47	2.73	trying	22	22	1.0	1	0	6
oewn-01364779-a	sad	13	4.84	2.73	sad	13	13	1.0	1	0	8
oewn-02334687-a	stubborn	24	4.64	2.73	determined	20	24	0.83	1	5	10
oewn-01225555-a	dishonest	23	4.63	2.73	false	23	24	0.96	1	7	10
oewn-00633643-a	incorporeal	8	4.4	2.73	spiritual	7	8	0.88	1	0	3
oewn-01267446-a	humorous	40	5.02	2.72	funny	31	40	0.78	1	0	15
oewn-02090761-a	scholarly	8	4.85	2.71	learned	8	8	1.0	1	0	4
oewn-00265642-a	cowardly	22	4.69	2.71	yellow	22	22	1.0	1	6	9
oewn-00063536-a	maladroit	14	4.39	2.71	left-handed	13	14	0.93	1	0	5
oewn-00940009-a	inexperienced	17	6.25	2.7	new	12	17	0.71	1	0	6
oewn-01895355-a	proud	49	5.67	2.7	big	41	50	0.82	1	8	14
oewn-00991420-a	thin	57	4.47	2.7	thin	40	57	0.7	1	8	20
oewn-01230010-a	dishonorable	13	5.46	2.68	black	10	13	0.77	1	0	6
oewn-02020293-a	revived	10	4.04	2.67	renewed	9	10	0.9	1	0	7
oewn-01469508-a	unloving	8	5.02	2.66	cold	8	8	1.0	1	0	5
oewn-00606011-a	argumentative	9	3.31	2.65	contentious	7	9	0.78	1	0	4
oewn-01953883-a	refined	27	4.01	2.64	delicate	23	27	0.85	1	4	12
oewn-00476033-a	noncombustible	10	3.97	2.62	fire-resistant	8	10	0.8	1	0	5
oewn-00156232-a	unashamed	13	3.74	2.6	bald-faced	12	13	0.92	1	0	4
oewn-00879020-a	lethargic	12	3.23	2.58	dreamy	10	12	0.83	1	0	4
oewn-00909677-a	uncomplimentary	17	3.24	2.57	derogatory	17	17	1.0	1	0	5
oewn-02001702-a	disrespectful	21	4.2	2.55	flip	15	21	0.71	1	0	8
oewn-00605365-a	uncontroversial	8	4.84	2.54	agreed upon	6	8	0.75	1	0	4
oewn-02308595-a	malnourished	9	4.3	2.54	ill-fed	8	9	0.89	1	0	6
oewn-00999867-a	unfavorable	12	3.89	2.54	adverse	10	12	0.83	1	0	5
oewn-02007776-a	unrestrained	15	4.12	2.52	excessive	14	15	0.93	1	0	7
oewn-01786023-a	pious	13	3.78	2.52	self-righteous	12	13	0.92	1	0	5
oewn-01176433-a	unhealthy	69	5.53	2.51	bad	59	69	0.86	1	0	33
oewn-00763096-a	conciliatory	10	4.68	2.51	soft	8	10	0.8	1	0	5
oewn-02377355-a	sour	18	4.45	2.51	acid	18	18	1.0	1	0	6
oewn-00094663-a	inalienable	9	4.54	2.5	absolute	9	9	1.0	1	0	4
oewn-00593616-a	incontestable	13	4.22	2.5	demonstrated	12	13	0.92	1	0	6
oewn-01828578-a	impossible	12	6.38	2.49	out	10	12	0.83	1	0	6
oewn-01747466-a	penitent	8	3.18	2.49	penitentiary	8	8	1.0	1	0	3
oewn-02460186-a	tractable	8	2.93	2.47	docile	8	8	1.0	1	0	4
oewn-01138269-a	ill-natured	73	5.04	2.46	dark	73	73	1.0	1	5	21
oewn-01587448-a	neurotic	24	3.8	2.43	disturbed	18	24	0.75	1	0	16
oewn-00514412-a	competitive	8	4.57	2.42	competitive	6	8	0.75	1	0	4
oewn-00926562-a	exculpatory	8	3.49	2.41	forgiving	8	8	1.0	1	0	4
oewn-00247880-a	unblemished	8	3.76	2.4	stainless	8	8	1.0	1	0	2
oewn-00146145-a	armed	19	4.59	2.39	armed	15	19	0.79	1	0	6
oewn-01182518-a	heavenly	19	4.24	2.38	divine	16	21	0.76	1	0	8
oewn-01116284-a	stingy	23	5.53	2.37	mean	17	24	0.71	1	6	8
oewn-00028785-a	unacknowledged	9	4.92	2.35	secret	9	9	1.0	1	0	5
oewn-00860047-a	unemotional	12	4.74	2.33	dry	10	12	0.83	1	0	8
oewn-02085529-a	insatiate	9	3.04	2.31	insatiable	8	9	0.89	1	0	4
oewn-02315894-a	depressant	18	3.0	2.26	narcotic	15	18	0.83	1	0	5
oewn-02458503-a	toxic	11	4.24	2.25	toxic	8	11	0.73	1	0	7
oewn-00055148-a	nonadhesive	8	2.16	2.16	non-resinous	8	8	1.0	1	0	4
oewn-01948616-a	unrealistic	11	4.8	2.15	wild	8	11	0.73	1	0	6
oewn-01916869-a	purposeless	9	3.33	2.15	afloat	9	9	1.0	1	0	3
oewn-02579686-a	wise	9	4.75	2.1	all-knowing	8	9	0.89	1	6	6
oewn-01752802-a	imperceptible	10	2.84	2.1	subliminal	10	10	1.0	1	0	6
oewn-02143325-a	asexual	12	2.92	2.08	vegetative	10	12	0.83	1	0	5
