family_id	head	size	peak_zipf	median_zipf	peak_word	charged	labelled	charged_pct	held	eligible	covered	synsets
oewn-01188514-v	feast	4	3.95	3.54	feast	0	4	0.0	0	0	0	2
oewn-01859592-v	move	7	5.35	3.53	move	0	8	0.0	0	0	0	7
oewn-00150107-v	adjust	15	5.13	3.53	match	4	16	0.25	0	0	0	9
oewn-00777201-v	quarrel	13	5.13	3.53	fall out	7	13	0.54	0	0	0	5
oewn-01593092-v	patch	4	5.04	3.53	piece	0	4	0.0	0	0	0	2
oewn-01112274-v	manoeuver	5	4.5	3.53	operate	0	5	0.0	0	0	0	2
oewn-01248201-v	polish	10	4.4	3.53	smooth	0	10	0.0	0	0	0	4
oewn-01442364-v	snatch	5	4.21	3.53	snap	0	5	0.0	0	0	0	2
oewn-01740703-v	reproduce	20	5.61	3.52	play back	3	21	0.14	0	0	0	11
oewn-02641628-v	necessitate	4	5.53	3.52	mean	3	4	0.75	0	0	0	2
oewn-01469999-v	surround	14	5.36	3.52	close in	1	15	0.07	0	0	0	7
oewn-01727101-v	rehearse	5	5.08	3.52	walk through	0	5	0.0	0	0	0	3
oewn-02065423-v	dart	7	4.73	3.52	shoot	0	7	0.0	0	0	0	2
oewn-00274244-v	habituate	8	4.67	3.52	teach	0	8	0.0	0	0	0	4
oewn-01289516-v	tie down	9	4.65	3.52	chain up	0	11	0.0	0	0	0	5
oewn-01225209-v	twist	5	4.62	3.52	wave	0	5	0.0	0	0	0	4
oewn-00808840-v	disapprove	6	4.56	3.52	object	2	6	0.33	0	0	0	4
oewn-02432181-v	abolish	4	4.5	3.52	get rid of	0	4	0.0	0	0	0	3
oewn-00063866-v	relieve	7	4.41	3.52	comfort	7	7	1.0	0	0	0	3
oewn-01903884-v	flit	5	4.33	3.52	fleet	0	5	0.0	0	0	0	2
oewn-00091720-v	disable	5	3.78	3.52	invalid	5	5	1.0	0	0	0	2
oewn-00038078-v	comb	8	3.71	3.52	slick	3	8	0.38	0	0	0	3
oewn-02479662-v	endow	7	5.08	3.51	cover	0	7	0.0	0	0	0	2
oewn-00893457-v	guarantee	8	5.08	3.51	cover	5	8	0.62	0	0	0	3
oewn-02447914-v	oversee	5	5.04	3.51	build	0	5	0.0	0	0	0	2
oewn-01701711-v	create verbally	8	5.03	3.51	write	0	8	0.0	0	0	0	4
oewn-02509452-v	banish	4	4.94	3.51	bar	0	4	0.0	0	0	0	2
oewn-01972282-v	chute	5	4.69	3.51	jump	0	5	0.0	0	0	0	2
oewn-00282836-v	discolor	15	4.46	3.51	wash out	0	15	0.0	0	0	0	5
oewn-00251950-v	evolve	6	3.8	3.51	evolve	0	6	0.0	0	0	0	3
oewn-01697776-v	copy	13	6.04	3.5	back up	0	13	0.0	0	0	0	9
oewn-00806138-v	yield	9	5.71	3.5	give in	5	10	0.5	0	0	0	2
oewn-00905339-v	forgive	8	5.63	3.5	free	1	11	0.09	0	0	0	7
oewn-01660471-v	assemble	16	5.59	3.5	set up	3	16	0.19	0	0	0	7
oewn-00054856-v	reproduce	11	5.59	3.5	set	1	12	0.08	0	0	0	5
oewn-01331921-v	sew	20	5.49	3.5	run up	0	21	0.0	0	0	0	14
oewn-02517971-v	discriminate	11	5.41	3.5	single out	3	11	0.27	0	0	0	6
oewn-02705339-v	represent	7	5.14	3.5	stand for	0	7	0.0	0	0	0	2
oewn-00274762-v	corrode	4	5.13	3.5	eat away	2	4	0.5	0	0	0	2
oewn-01331387-v	append	5	5.09	3.5	add on	0	5	0.0	0	0	0	2
oewn-00884747-v	boast	14	5.01	3.5	gas	4	14	0.29	0	0	3	3
oewn-00241924-v	shrink	11	4.94	3.5	contract	2	12	0.17	0	0	0	8
oewn-00711834-v	mastermind	7	4.91	3.5	direct	0	7	0.0	0	0	0	2
oewn-02188233-v	resound	7	4.81	3.5	ring	0	8	0.0	0	0	0	5
oewn-00513958-v	enable	8	4.78	3.5	gift	1	8	0.12	0	0	0	3
oewn-00039201-v	wave	5	4.62	3.5	wave	0	5	0.0	0	0	0	4
oewn-00957633-v	elaborate	19	4.59	3.5	instance	3	21	0.14	0	0	0	5
oewn-02164320-v	flash	7	4.45	3.5	flash	5	7	0.71	0	0	0	2
oewn-01254492-v	smear	6	4.41	3.5	dust	0	6	0.0	0	0	0	3
oewn-01473673-v	kidnap	6	4.04	3.5	shanghai	0	6	0.0	0	0	0	2
oewn-00387981-v	revert	14	6.03	3.49	go back	6	15	0.4	0	0	0	4
oewn-00980581-v	pronounce	42	5.89	3.49	say	2	46	0.04	0	0	0	25
oewn-00139943-v	change integrity	65	5.59	3.49	set off	0	78	0.0	0	0	0	29
oewn-02326737-v	steal	43	5.08	3.49	walk off	8	46	0.17	0	0	7	14
oewn-02097668-v	beat	5	5.01	3.49	beat	0	5	0.0	0	0	0	3
oewn-02097888-v	beat	5	5.01	3.49	beat	0	5	0.0	0	0	0	4
oewn-00835938-v	lie	4	4.84	3.49	lie	1	4	0.25	0	0	0	4
oewn-01905776-v	roll	5	4.75	3.49	roll	0	5	0.0	0	0	0	2
oewn-00959711-v	repeat	8	4.49	3.49	repeat	0	8	0.0	0	0	0	6
oewn-00151509-v	decrease	50	5.88	3.48	go down	10	56	0.18	0	0	0	25
oewn-00976399-v	announce	18	5.51	3.48	call out	0	20	0.0	0	0	0	13
oewn-01273348-v	line	5	5.49	3.48	line	0	5	0.0	0	0	0	5
oewn-00158612-v	accumulate	11	5.46	3.48	get together	0	12	0.0	0	0	0	5
oewn-00991233-v	address	7	5.03	3.48	speak	0	7	0.0	0	0	0	5
oewn-00323648-v	cook	21	5.01	3.48	brown	0	21	0.0	0	0	0	17
oewn-00338044-v	crack	4	4.41	3.48	crack	2	4	0.5	0	0	0	4
oewn-01342187-v	uncover	9	4.18	3.48	bare	0	9	0.0	0	0	0	7
oewn-02594833-v	befriend	4	3.99	3.48	pal	0	4	0.0	0	0	0	2
oewn-01128786-v	invade	4	3.93	3.48	occupy	0	4	0.0	0	0	0	2
oewn-01538956-v	rinse	5	3.8	3.48	flush	0	5	0.0	0	0	0	2
oewn-01232914-v	stab	4	3.78	3.48	stab	0	4	0.0	0	0	0	2
oewn-01293672-v	join	23	5.19	3.47	couple	2	24	0.08	0	0	0	15
oewn-02152799-v	cover	6	5.08	3.47	cover	4	6	0.67	0	0	0	2
oewn-01223449-v	cling	9	4.76	3.47	stick	0	9	0.0	0	0	0	4
oewn-00707283-v	draw a bead on	5	4.73	3.47	shoot for	1	5	0.2	0	0	0	2
oewn-00761314-v	beg	7	4.4	3.47	pray	0	7	0.0	0	0	0	4
oewn-00244010-v	unite	6	3.9	3.47	unite	0	6	0.0	0	0	0	4
oewn-00809123-v	object	13	5.41	3.46	mind	1	13	0.08	0	0	0	7
oewn-02147756-v	bring out	10	5.27	3.46	bring out	0	10	0.0	0	0	0	5
oewn-01981715-v	drop	7	4.99	3.46	drop	0	7	0.0	0	0	0	5
oewn-00098938-v	heal	4	4.91	3.46	skin over	2	4	0.5	0	0	0	4
oewn-01711165-v	harmonize	6	4.83	3.46	realize	0	6	0.0	0	0	0	3
oewn-01014100-v	confirm	8	4.65	3.46	maintain	0	8	0.0	0	0	0	5
oewn-01433863-v	snog	6	4.58	3.46	kiss	0	6	0.0	0	0	0	2
oewn-01308202-v	moor	4	4.51	3.46	tie up	0	4	0.0	0	0	0	2
oewn-00888280-v	vow	7	4.51	3.46	swear	0	7	0.0	0	0	0	4
oewn-02130106-v	odorize	12	4.49	3.46	smell up	6	12	0.5	0	0	0	4
oewn-01234216-v	knife	4	4.41	3.46	knife	0	4	0.0	0	0	0	3
oewn-00859605-v	exuberate	6	4.36	3.46	glory	5	6	0.83	0	0	0	2
oewn-01184590-v	gratify	8	4.19	3.46	humor	2	8	0.25	0	0	0	4
oewn-02089989-v	dock	4	3.99	3.46	dock	0	4	0.0	0	0	0	2
oewn-01179996-v	forage	4	3.98	3.46	prey	0	4	0.0	0	0	0	2
oewn-00863593-v	applaud	5	3.77	3.46	bravo	0	5	0.0	0	0	0	2
oewn-00632042-v	chew over	23	6.08	3.45	think over	3	23	0.13	0	0	0	9
oewn-00750288-v	inflict	15	5.71	3.45	give	6	15	0.4	0	0	0	7
oewn-01725631-v	simulate	6	5.61	3.45	play	1	6	0.17	0	0	0	3
oewn-02183962-v	sound	13	5.61	3.45	play	1	13	0.08	0	0	0	11
oewn-01725433-v	dissemble	7	5.3	3.45	act	0	7	0.0	0	0	0	2
oewn-00090460-v	mutilate	4	5.23	3.45	force out	2	4	0.5	0	0	0	2
oewn-00017524-v	bed down	5	5.07	3.45	bed down	0	5	0.0	0	0	0	2
oewn-01771015-v	worry	6	4.95	3.45	fear	7	7	1.0	0	0	0	5
oewn-02680690-v	imitate	4	4.7	3.45	follow suit	2	4	0.5	0	0	0	4
oewn-00211164-v	mold	5	3.77	3.45	mold	2	5	0.4	0	0	0	3
oewn-01676648-v	crochet	6	3.64	3.45	double stitch	0	6	0.0	0	0	0	4
oewn-00624056-v	perplex	21	6.28	3.44	get	3	21	0.14	0	0	0	4
oewn-00080825-v	administer	7	5.71	3.44	give	0	7	0.0	0	0	0	5
oewn-01180862-v	feed	32	5.71	3.44	give	5	32	0.16	0	0	0	19
oewn-00811316-v	hedge	13	5.66	3.44	put off	1	13	0.08	0	0	0	3
oewn-00955248-v	tell	9	5.53	3.44	tell	0	9	0.0	0	0	0	5
oewn-00300361-v	adapt	19	4.95	3.44	fit	4	23	0.17	0	0	0	12
oewn-01462658-v	sift	8	4.85	3.44	screen	0	8	0.0	0	0	0	5
oewn-02129213-v	smell	10	4.84	3.44	wind	3	10	0.3	0	0	0	5
oewn-00299025-v	gear	4	4.46	3.44	gear	2	4	0.5	0	0	0	2
oewn-00258536-v	swell	5	4.19	3.44	bulk	2	5	0.4	0	0	0	4
oewn-02712465-v	hum	6	4.05	3.44	buzz	0	6	0.0	0	0	0	2
oewn-02720849-v	teem	4	3.77	3.44	crawl	0	4	0.0	0	0	0	2
oewn-01832347-v	hanker	7	5.81	3.43	long	0	8	0.0	0	0	0	2
oewn-01387406-v	scrape	5	5.78	3.43	come up	0	5	0.0	0	0	0	2
oewn-02657288-v	cohabit	4	5.46	3.43	live together	0	4	0.0	0	0	0	2
oewn-02514936-v	restrict	6	5.4	3.43	control	0	6	0.0	0	0	0	4
oewn-00439133-v	accelerate	7	5.0	3.43	speed	3	7	0.43	0	0	0	2
oewn-02036260-v	diverge	6	4.83	3.43	separate	0	6	0.0	0	0	0	2
oewn-01677786-v	weave	10	4.76	3.43	net	0	11	0.0	0	0	0	7
oewn-02617665-v	specify	7	4.63	3.43	determine	5	7	0.71	0	0	0	3
oewn-01029517-v	decree	3	3.82	3.43	decree	0	4	0.0	0	0	0	3
oewn-01778720-v	contemn	5	5.81	3.42	look down on	4	5	0.8	0	0	0	2
oewn-02393545-v	educate	7	5.71	3.42	school	6	7	0.86	0	0	0	2
oewn-02689663-v	discontinue	8	5.49	3.42	run out	0	8	0.0	0	0	0	4
oewn-01312361-v	dig	15	5.32	3.42	turn over	0	15	0.0	0	0	0	7
oewn-02410394-v	depose	6	5.27	3.42	bring down	0	6	0.0	0	0	0	2
oewn-00192383-v	deaden	9	5.18	3.42	break	0	9	0.0	0	0	0	4
oewn-02650318-v	predominate	11	4.94	3.42	rule	0	11	0.0	0	0	0	4
oewn-02476750-v	enroll	13	4.81	3.42	enter	0	13	0.0	0	0	0	5
oewn-02497847-v	entertain	5	4.77	3.42	host	3	5	0.6	0	0	0	3
oewn-02163017-v	disguise	7	4.31	3.42	mask	3	8	0.38	0	0	0	5
oewn-02029675-v	escort	6	4.0	3.42	escort	0	6	0.0	0	0	0	5
oewn-01397118-v	grate	7	3.98	3.42	jaw	0	7	0.0	0	0	0	3
oewn-01629175-v	compose	8	3.91	3.42	catalog	0	8	0.0	0	0	0	4
oewn-01399864-v	beat	33	5.96	3.41	work over	6	34	0.18	0	0	0	12
oewn-01018011-v	allege	4	5.89	3.41	say	0	4	0.0	0	0	0	2
oewn-02572443-v	transgress	18	5.68	3.41	go against	8	22	0.36	0	0	0	6
oewn-01555301-v	cut	75	5.34	3.41	saw	1	88	0.01	0	0	0	53
oewn-02768426-v	burn	11	5.33	3.41	light	0	11	0.0	0	0	0	5
oewn-01258531-v	carve	5	5.24	3.41	cut up	0	5	0.0	0	0	0	3
oewn-00818972-v	admit	14	5.03	3.41	write off	4	16	0.25	0	0	0	10
oewn-01961388-v	ride	10	4.9	3.41	sit	0	10	0.0	0	0	0	8
oewn-01636885-v	gestate	8	5.76	3.4	find	1	8	0.12	0	0	0	4
oewn-01728336-v	play	18	5.61	3.4	play	0	18	0.0	0	0	0	14
oewn-01475437-v	scramble	4	4.83	3.4	throw together	0	4	0.0	0	0	0	2
oewn-01236557-v	roof	4	4.55	3.4	roof	0	4	0.0	0	0	0	4
oewn-00306798-v	explode	9	5.93	3.39	go off	0	10	0.0	0	0	0	5
oewn-02563025-v	obstruct	12	5.31	3.39	check	1	12	0.08	0	0	0	6
oewn-00960366-v	repeat	22	4.51	3.39	quote	0	22	0.0	0	0	0	8
oewn-00903562-v	precede	8	4.37	3.39	introduce	0	8	0.0	0	0	0	3
oewn-01771464-v	seethe	7	4.16	3.39	bubble over	6	7	0.86	0	0	0	4
oewn-01395993-v	wipe up	6	4.01	3.39	wipe up	0	6	0.0	0	0	0	3
oewn-01947577-v	soar	7	3.83	3.39	zoom	0	7	0.0	0	0	0	2
oewn-02519126-v	disadvantage	7	3.79	3.39	prejudice	7	7	1.0	0	0	0	3
oewn-02076087-v	overflow	6	6.03	3.38	well over	0	6	0.0	0	0	0	2
oewn-00784574-v	entice	12	5.51	3.38	call	3	12	0.25	0	0	0	9
oewn-00899241-v	ask	9	5.35	3.38	question	0	10	0.0	0	0	0	5
oewn-01712535-v	dance	53	5.18	3.38	break	0	53	0.0	0	0	0	39
oewn-00864347-v	attack	21	5.14	3.38	round	9	21	0.43	0	0	0	9
oewn-00242575-v	shrivel	10	5.07	3.38	die back	4	10	0.4	0	0	0	5
oewn-01880523-v	move back and forth	10	5.03	3.38	rock	0	11	0.0	0	0	0	4
oewn-00686564-v	disbelieve	6	4.9	3.38	doubt	2	6	0.33	0	0	0	3
oewn-01536935-v	dirty	21	4.89	3.38	spot	15	22	0.68	0	0	0	10
oewn-00082467-v	dress	4	4.76	3.38	dress	0	4	0.0	0	0	0	3
oewn-00545629-v	lift	5	4.75	3.38	raise	3	5	0.6	0	0	0	3
oewn-00515811-v	de-emphasize	4	4.73	3.38	reduce	3	4	0.75	0	0	0	2
oewn-01503512-v	sow	6	4.39	3.38	broadcast	0	7	0.0	0	0	0	4
oewn-01881348-v	swing	8	4.34	3.38	swing	1	8	0.12	0	0	0	5
oewn-01243284-v	brush	5	4.23	3.38	brush	0	5	0.0	0	0	0	3
oewn-02739209-v	shine	4	4.17	3.38	shine	4	4	1.0	0	0	0	2
oewn-00520136-v	bubble	7	4.16	3.38	bubble	0	7	0.0	0	0	0	2
oewn-02433334-v	adjourn	4	4.05	3.38	retire	1	4	0.25	0	0	0	2
oewn-00742058-v	assign	6	3.77	3.38	attribute	0	6	0.0	0	0	0	3
oewn-02479404-v	empower	5	3.51	3.38	empower	0	5	0.0	0	0	0	3
oewn-01110559-v	get the better of	29	6.08	3.37	make it	0	29	0.0	0	0	0	12
oewn-01032165-v	designate	5	5.62	3.37	number	0	5	0.0	0	0	0	4
oewn-00026378-v	relax	11	5.6	3.37	let go	1	11	0.09	0	0	0	4
oewn-00975088-v	air	12	5.37	3.37	air	0	12	0.0	0	0	0	6
oewn-00761546-v	plead	10	5.16	3.37	press	0	10	0.0	0	0	0	3
oewn-00019441-v	affect	29	5.09	3.37	attack	19	29	0.66	0	0	0	11
oewn-00439450-v	decelerate	5	4.85	3.37	slow down	0	5	0.0	0	0	0	4
oewn-00858506-v	praise	26	4.82	3.37	push	15	27	0.56	0	0	8	14
oewn-01471892-v	superimpose	4	4.75	3.37	develop	0	4	0.0	0	0	0	2
oewn-01331195-v	append	6	4.6	3.37	hang on	0	6	0.0	0	0	0	2
oewn-02771882-v	reflect	9	4.39	3.37	reflect	6	9	0.67	0	0	0	6
oewn-00779033-v	hex	8	4.37	3.37	spell	0	8	0.0	0	0	0	3
oewn-00025647-v	relax	7	4.29	3.37	relax	7	7	1.0	0	0	0	2
oewn-01872363-v	writhe	7	4.22	3.37	twist	0	7	0.0	0	0	0	2
oewn-01693274-v	delineate	5	3.92	3.37	outline	0	5	0.0	0	0	0	3
oewn-00390886-v	dampen	7	5.18	3.36	break	1	9	0.11	0	0	0	3
oewn-00847588-v	disparage	14	5.08	3.36	pick at	5	15	0.33	0	0	0	5
oewn-00234091-v	restrict	31	5.05	3.36	mark off	4	32	0.12	0	0	0	12
oewn-00687584-v	reject	17	4.59	3.36	push aside	5	18	0.28	0	0	0	8
oewn-02486512-v	outlaw	7	4.55	3.36	ban	0	7	0.0	0	0	0	2
oewn-01228779-v	caress	11	4.51	3.36	nose	3	12	0.25	0	0	0	9
oewn-01946206-v	glide	4	3.55	3.36	kite	0	4	0.0	0	0	0	3
oewn-00284671-v	color	42	5.01	3.35	brown	0	42	0.0	0	0	0	21
oewn-00825097-v	contradict	5	4.34	3.35	deny	1	6	0.17	0	0	0	3
oewn-01164741-v	recycle	7	4.29	3.35	recover	1	7	0.14	0	0	0	4
oewn-00860250-v	cheer	4	4.06	3.35	cheer	4	4	1.0	0	0	0	2
oewn-02458316-v	prevent	40	5.52	3.34	stop	7	41	0.17	0	0	0	8
oewn-00331375-v	break up	4	5.18	3.34	break up	0	4	0.0	0	0	0	2
oewn-02032840-v	disperse	8	5.18	3.34	break	0	8	0.0	0	0	0	4
oewn-01980855-v	drop	8	4.99	3.34	drop	2	8	0.25	0	0	0	5
oewn-00766267-v	agree	6	4.97	3.34	agree	1	6	0.17	0	0	0	4
oewn-00441741-v	slow	7	4.85	3.34	slow	2	7	0.29	0	0	0	3
oewn-00010234-v	act involuntarily	10	4.84	3.34	break wind	0	10	0.0	0	0	0	5
oewn-01509775-v	hurl	9	4.79	3.34	cast	2	9	0.22	0	0	0	5
oewn-01793315-v	harass	20	4.72	3.34	harry	0	20	0.0	0	0	0	4
oewn-02740827-v	hang	5	4.6	3.34	hang	5	5	1.0	0	0	0	2
oewn-00314788-v	obscure	6	4.54	3.34	hide	5	6	0.83	0	0	0	2
oewn-01378910-v	scatter	15	4.41	3.34	dust	0	19	0.0	0	0	0	7
oewn-02749936-v	brood	7	4.19	3.34	bulk large	4	7	0.57	0	0	0	2
oewn-01243078-v	graze	4	3.83	3.34	shave	0	4	0.0	0	0	0	2
oewn-02549304-v	sabotage	7	3.65	3.34	undermine	0	7	0.0	0	0	0	2
oewn-02660511-v	inhabit	4	3.61	3.34	invade	0	5	0.0	0	0	0	3
oewn-01639939-v	imagine	23	6.1	3.33	see	6	28	0.21	0	0	0	9
oewn-02146446-v	flaunt	7	5.68	3.33	show off	0	7	0.0	0	0	0	3
oewn-00023861-v	zonk out	6	5.46	3.33	black out	4	7	0.57	0	0	0	2
oewn-00281690-v	lighten	8	5.33	3.33	light	0	8	0.0	0	0	0	3
oewn-00868169-v	bless	6	5.1	3.33	oil	0	6	0.0	0	0	0	2
oewn-00248276-v	multiply	9	5.01	3.33	double	0	9	0.0	0	0	0	6
oewn-01160479-v	consume	20	4.9	3.33	drink	1	20	0.05	0	0	0	7
oewn-00376777-v	dissolve	10	4.8	3.33	de-ice	0	10	0.0	0	0	0	3
oewn-00193180-v	enliven	12	4.79	3.33	spirit	7	12	0.58	0	0	0	3
oewn-00264117-v	bulge	4	4.19	3.33	bulk	0	4	0.0	0	0	0	2
oewn-02308311-v	forfeit	7	5.71	3.32	give up	0	7	0.0	0	0	0	2
oewn-00453467-v	fill	42	5.57	3.32	top off	3	45	0.07	0	0	0	25
oewn-02391530-v	invest	10	5.49	3.32	order	1	12	0.08	0	0	0	5
oewn-00469704-v	reorient	6	5.49	3.32	line up	0	6	0.0	0	0	0	3
oewn-01200739-v	smoke	7	4.67	3.32	smoke	0	7	0.0	0	0	0	6
oewn-02754802-v	deck	7	4.56	3.32	grace	6	7	0.86	0	0	0	2
oewn-02436818-v	administer	7	4.54	3.32	manage	0	7	0.0	0	0	0	3
oewn-02050704-v	spin	6	4.38	3.32	spin	0	6	0.0	0	0	0	2
oewn-02167732-v	monitor	7	4.37	3.32	monitor	0	7	0.0	0	0	0	3
oewn-01598751-v	weld	5	3.33	3.32	weld	0	5	0.0	0	0	0	3
oewn-00222898-v	reinforce	7	5.49	3.31	line	0	7	0.0	0	0	0	5
oewn-00031813-v	laugh	21	5.18	3.31	break up	3	21	0.14	0	0	8	12
oewn-02198732-v	taste	4	4.73	3.31	taste	0	5	0.0	0	0	0	2
oewn-00775477-v	argue	18	4.64	3.31	debate	5	18	0.28	0	0	0	6
oewn-02645159-v	loiter	15	4.6	3.31	hang around	2	15	0.13	0	0	0	2
oewn-02431646-v	restore	4	4.18	3.31	restore	0	4	0.0	0	0	0	2
oewn-02592550-v	charm	8	4.12	3.31	charm	0	8	0.0	0	0	0	2
oewn-01823521-v	intimidate	9	4.07	3.31	scare	0	9	0.0	0	0	0	2
oewn-02115410-v	subject	9	5.66	3.3	put	0	10	0.0	0	0	0	9
oewn-00292635-v	light	7	5.33	3.3	light	0	7	0.0	0	0	0	3
oewn-02480203-v	covenant	4	4.4	3.3	confirm	0	4	0.0	0	0	0	4
oewn-00541315-v	widen	8	4.35	3.3	stretch	0	9	0.0	0	0	0	5
oewn-00063062-v	irritate	7	4.16	3.3	scratch	1	7	0.14	0	0	0	3
oewn-01175702-v	nosh	4	3.9	3.3	snack	0	4	0.0	0	0	0	2
oewn-01233816-v	nudge	5	3.84	3.3	elbow	0	5	0.0	0	0	0	3
oewn-01823114-v	discourage	14	5.88	3.29	get down	5	14	0.36	0	0	0	5
oewn-00970243-v	circulate	21	5.49	3.29	run	0	21	0.0	0	0	0	5
oewn-01765558-v	stimulate	30	5.32	3.29	turn on	19	31	0.61	0	0	0	9
oewn-01043634-v	summon	6	5.12	3.29	page	0	6	0.0	0	0	0	5
oewn-00496934-v	seclude	5	5.08	3.29	lose	0	5	0.0	0	0	0	2
oewn-00035769-v	cleanse	10	4.97	3.29	clean	0	11	0.0	0	0	0	8
oewn-01413739-v	flog	16	4.78	3.29	cat	0	16	0.0	0	0	0	8
oewn-00394859-v	synchronize	4	4.64	3.29	phase	0	4	0.0	0	0	0	2
oewn-02120261-v	sensitize	7	3.96	3.29	stir	0	7	0.0	0	0	0	3
oewn-01266847-v	coat	55	5.13	3.28	size	0	55	0.0	0	0	0	40
oewn-01089608-v	arm	7	5.04	3.28	build up	0	7	0.0	0	0	0	3
oewn-02199916-v	sweeten	11	4.68	3.28	sugar	4	11	0.36	0	0	0	5
oewn-01475976-v	putter	9	4.57	3.28	mess around	0	9	0.0	0	0	0	2
oewn-01023982-v	specify	6	4.37	3.28	spell out	0	6	0.0	0	0	0	2
oewn-01053236-v	declaim	5	4.07	3.28	scan	2	5	0.4	0	0	0	4
oewn-01791774-v	annoy	34	6.28	3.27	get	5	35	0.14	0	0	0	8
oewn-00634289-v	reason	15	5.96	3.27	work out	1	16	0.06	0	0	0	8
oewn-01018787-v	assert	8	5.89	3.27	say	0	8	0.0	0	0	0	3
oewn-02496526-v	celebrate	13	5.49	3.27	party	0	13	0.0	0	0	0	5
oewn-02618403-v	occur	10	5.49	3.27	run	0	10	0.0	0	0	0	6
oewn-00278429-v	order	15	5.49	3.27	order	1	16	0.06	0	0	0	5
oewn-02544431-v	intervene	7	5.13	3.27	step in	1	7	0.14	0	0	0	3
oewn-01595377-v	pluck	5	5.08	3.27	pick off	0	5	0.0	0	0	0	2
oewn-01377432-v	sprinkle	6	4.6	3.27	salt	2	6	0.33	0	0	0	3
oewn-02495105-v	marry	6	4.51	3.27	tie	0	6	0.0	0	0	0	2
oewn-00881748-v	flatter	14	4.42	3.27	suck up	3	14	0.21	0	0	1	6
oewn-02610484-v	coexist	5	4.4	3.27	co-occur	0	6	0.0	0	0	0	3
oewn-01371262-v	straighten	10	4.34	3.27	extend	2	10	0.2	0	0	0	8
oewn-01258721-v	carve	7	4.31	3.27	grave	0	7	0.0	0	0	0	4
oewn-02245889-v	extort	6	3.94	3.27	squeeze	0	6	0.0	0	0	0	2
oewn-00466966-v	align	4	3.82	3.27	coordinate	1	4	0.25	0	0	0	2
oewn-01796126-v	embarrass	6	5.66	3.26	put off	6	6	1.0	0	0	0	2
oewn-01545905-v	sit	13	5.23	3.26	rest	0	13	0.0	0	0	0	5
oewn-01600207-v	shoot	11	5.18	3.26	break	0	11	0.0	0	0	0	10
oewn-00696992-v	value	6	5.15	3.26	value	4	6	0.67	0	0	0	4
oewn-02312527-v	tax	5	5.14	3.26	tax	1	5	0.2	0	0	0	5
oewn-02482757-v	cancel	19	5.03	3.26	write off	6	20	0.3	0	0	0	6
oewn-00676259-v	disapprove	4	3.26	3.26	frown on	2	4	0.5	0	0	0	3
oewn-01930264-v	run	16	5.49	3.25	run	0	18	0.0	0	0	0	13
oewn-02505278-v	punish	18	5.4	3.25	put to death	7	18	0.39	0	0	0	10
oewn-01744489-v	till	5	5.32	3.25	turn	0	5	0.0	0	0	0	3
oewn-00105087-v	emit	12	5.23	3.25	force out	0	13	0.0	0	0	0	6
oewn-00816512-v	refute	6	5.17	3.25	answer	3	6	0.5	0	0	0	3
oewn-00291064-v	escalate	4	5.13	3.25	step up	0	4	0.0	0	0	0	2
oewn-01989538-v	sag	7	4.79	3.25	bag	0	7	0.0	0	0	0	3
oewn-01677367-v	loop	5	4.37	3.25	hook	0	5	0.0	0	0	0	3
oewn-01460583-v	percolate	5	4.28	3.25	filter	0	6	0.0	0	0	0	3
oewn-02074802-v	trickle	5	4.28	3.25	filter	0	5	0.0	0	0	0	2
oewn-02047875-v	orb	4	4.03	3.25	orbit	0	4	0.0	0	0	0	2
oewn-02169748-v	glance	4	3.91	3.25	glance	0	4	0.0	0	0	0	2
oewn-00444339-v	harden	7	3.81	3.25	temper	0	7	0.0	0	0	0	4
oewn-00304246-v	widen	5	3.64	3.25	flare	0	5	0.0	0	0	0	3
oewn-02353564-v	commit	7	5.11	3.24	send	5	7	0.71	0	0	0	2
oewn-00611721-v	forget	6	5.06	3.24	forget	2	6	0.33	0	0	0	4
oewn-00260813-v	afflict	5	5.04	3.24	visit	5	5	1.0	0	0	0	3
oewn-01679858-v	decorate	68	4.91	3.24	color	3	70	0.04	0	0	0	45
oewn-01490942-v	empty	4	4.59	3.24	empty	0	4	0.0	0	0	0	2
oewn-02675266-v	exceed	4	3.92	3.24	exceed	0	4	0.0	0	0	0	2
oewn-00446124-v	solidify	12	5.59	3.23	set	0	12	0.0	0	0	0	5
oewn-00553892-v	decay	9	5.53	3.23	go bad	1	9	0.11	0	0	0	5
oewn-01688794-v	paint	11	5.02	3.23	charge	0	12	0.0	0	0	0	10
oewn-01622250-v	unmake	4	4.52	3.23	destroy	2	4	0.5	0	0	0	2
oewn-00420328-v	loosen	8	4.46	3.23	loose	0	9	0.0	0	0	0	6
oewn-01009951-v	sum up	9	4.34	3.23	sum up	0	9	0.0	0	0	0	5
oewn-01466149-v	disentangle	9	3.59	3.23	tease	0	9	0.0	0	0	0	3
oewn-00795741-v	provoke	13	5.59	3.22	set off	0	14	0.0	0	0	0	6
oewn-00393662-v	sharpen	4	5.54	3.22	point	0	4	0.0	0	0	0	2
oewn-00516235-v	process	49	5.49	3.22	run	10	49	0.2	0	0	0	33
oewn-02407551-v	overthrow	5	5.27	3.22	bring down	0	5	0.0	0	0	0	2
oewn-00941888-v	clarify	24	5.25	3.22	clear	3	26	0.12	0	0	0	5
oewn-01378302-v	squirt	6	5.23	3.22	force out	0	6	0.0	0	0	0	3
