family_id	head	size	peak_zipf	median_zipf	peak_word	charged	labelled	charged_pct	held	eligible	covered	synsets
oewn-01469362-v	disarrange	10	4.57	2.63	mess up	6	10	0.6	0	0	0	4
oewn-01231635-v	permeate	9	3.55	2.63	penetrate	2	9	0.22	0	0	0	2
oewn-01520294-v	intertwine	15	4.84	2.62	wind	0	15	0.0	0	0	0	6
oewn-01889423-v	churn	6	4.75	2.62	roll	6	6	1.0	0	0	0	2
oewn-00838384-v	misrepresent	13	4.59	2.62	affect	5	13	0.38	0	0	0	4
oewn-00977934-v	advertise	6	4.03	2.62	headline	1	6	0.17	0	0	0	3
oewn-00403446-v	complicate	6	3.26	2.62	complicate	0	6	0.0	0	0	0	3
oewn-00403738-v	snarl	4	2.62	2.62	snarl	0	4	0.0	0	0	0	2
oewn-00892737-v	cover	5	5.08	2.61	cover	3	5	0.6	0	0	0	3
oewn-00669342-v	disprove	7	3.8	2.6	explode	6	7	0.86	0	0	0	4
oewn-00842804-v	understate	6	3.8	2.6	minimize	4	6	0.67	0	0	0	2
oewn-01263249-v	hew	4	2.61	2.6	hew	2	4	0.5	0	0	0	2
oewn-00444071-v	harden	7	4.32	2.59	cure	1	7	0.14	0	0	0	5
oewn-01906398-v	scurry	5	3.76	2.59	crab	0	5	0.0	0	0	0	2
oewn-01112928-v	overpower	5	3.15	2.59	overwhelm	3	5	0.6	0	0	0	2
oewn-00535917-v	redden	7	2.98	2.59	carmine	0	7	0.0	0	0	0	7
oewn-02070438-v	flow	9	4.68	2.58	flow	0	9	0.0	0	0	0	3
oewn-01100154-v	discharge	8	4.02	2.58	cannon	0	10	0.0	0	0	0	5
oewn-00380111-v	char	6	3.47	2.57	char	0	6	0.0	0	0	0	2
oewn-00257003-v	balloon	4	3.9	2.56	balloon	3	4	0.75	0	0	0	2
oewn-01290655-v	fetter	5	3.51	2.56	cuff	0	5	0.0	0	0	0	2
oewn-01358741-v	disconnect	4	3.46	2.56	disconnect	0	4	0.0	0	0	0	3
oewn-00494639-v	devalue	6	5.11	2.55	lower	2	6	0.33	0	0	0	4
oewn-00837582-v	falsify	7	4.86	2.55	murder	0	7	0.0	0	0	0	2
oewn-00958437-v	embroider	10	4.59	2.55	blow up	1	10	0.1	0	0	0	2
oewn-00660783-v	reorder	4	4.37	2.55	reverse	0	4	0.0	0	0	0	3
oewn-00887802-v	pledge	4	5.71	2.54	give	2	4	0.5	0	0	0	4
oewn-01521557-v	weave	10	4.73	2.54	shoot	0	10	0.0	0	0	0	7
oewn-00857615-v	deprecate	5	3.23	2.54	puncture	0	5	0.0	0	0	0	2
oewn-00498786-v	impregnate	13	5.14	2.53	stuff	4	13	0.31	0	0	0	9
oewn-00825981-v	chastise	6	4.79	2.53	correct	5	6	0.83	0	0	0	2
oewn-00818217-v	deny	4	4.34	2.53	deny	2	4	0.5	0	0	0	4
oewn-02591135-v	agitate	4	3.96	2.52	stir up	1	4	0.25	0	0	0	2
oewn-00032974-v	frown	5	5.11	2.51	lower	5	5	1.0	0	0	0	2
oewn-02281167-v	reclaim	4	3.44	2.51	reclaim	0	4	0.0	0	0	0	3
oewn-02318230-v	deprive	13	4.13	2.5	tongue-tie	1	14	0.07	0	0	0	10
oewn-01586914-v	bevel	4	3.83	2.5	cone	0	4	0.0	0	0	0	3
oewn-00989377-v	represent	5	4.58	2.49	represent	1	5	0.2	0	0	0	3
oewn-00910930-v	patronize	4	3.14	2.49	stoop to	0	4	0.0	0	0	0	2
oewn-00805801-v	assent	4	3.03	2.49	assent	1	4	0.25	0	0	0	2
oewn-00196708-v	burn	8	4.53	2.48	burn	0	9	0.0	0	0	0	4
oewn-00404874-v	depressurize	4	3.23	2.47	puncture	0	4	0.0	0	0	0	2
oewn-00829664-v	preach	4	3.69	2.46	preach	0	4	0.0	0	0	0	2
oewn-01826198-v	commiserate	4	3.06	2.46	sympathize	1	4	0.25	0	0	0	2
oewn-02224722-v	sponsor	4	4.04	2.45	sponsor	0	4	0.0	0	0	0	2
oewn-01305902-v	bind	6	3.94	2.45	cement	0	6	0.0	0	0	0	4
oewn-00924409-v	signalize	5	3.87	2.45	distinguish	5	5	1.0	0	0	0	2
oewn-00210263-v	decompose	6	4.6	2.44	hang	0	6	0.0	0	0	0	3
oewn-01793821-v	upset	21	5.03	2.43	pain	14	21	0.67	0	0	0	8
oewn-00061366-v	sterilize	16	4.75	2.43	fix	7	17	0.41	0	0	0	4
oewn-00052265-v	inseminate	14	4.35	2.43	knock up	0	15	0.0	0	0	0	6
oewn-02487025-v	legalize	11	4.22	2.43	legitimate	0	11	0.0	0	0	0	2
oewn-01280991-v	wrinkle	14	3.7	2.43	crisp	3	15	0.2	0	0	0	3
oewn-01101801-v	demilitarize	4	3.12	2.43	neutralize	0	4	0.0	0	0	0	2
oewn-00940278-v	rede	12	4.88	2.42	comment	2	13	0.15	0	0	0	8
oewn-00230031-v	enhance	6	4.75	2.42	raise	0	6	0.0	0	0	0	4
oewn-00654571-v	compare	4	4.45	2.42	compare	0	4	0.0	0	0	0	3
oewn-02574914-v	overdo	5	3.19	2.42	exaggerate	1	5	0.2	0	0	0	4
oewn-00367511-v	evaporate	4	3.01	2.42	evaporate	0	4	0.0	0	0	0	2
oewn-00191849-v	inactivate	4	2.97	2.42	deactivate	2	4	0.5	0	0	0	2
oewn-00412717-v	denationalize	4	2.55	2.42	privatize	0	4	0.0	0	0	0	2
oewn-00868366-v	consecrate	5	4.17	2.4	bless	0	5	0.0	0	0	0	2
oewn-01256577-v	abrade	8	3.97	2.4	rub down	1	8	0.12	0	0	0	3
oewn-01376685-v	spatter	11	3.85	2.4	splash	4	11	0.36	0	0	0	3
oewn-01090416-v	disarm	4	3.21	2.4	disarm	0	4	0.0	0	0	0	2
oewn-00102545-v	salivate	7	3.06	2.4	dribble	0	7	0.0	0	0	0	2
oewn-00673936-v	overestimate	4	2.83	2.4	overestimate	0	4	0.0	0	0	0	2
oewn-00218382-v	moisten	7	4.46	2.39	wash	0	7	0.0	0	0	0	3
oewn-00873606-v	bode	15	4.09	2.39	forecast	1	15	0.07	0	0	0	3
oewn-00481900-v	systematize	6	3.71	2.39	digest	0	6	0.0	0	0	0	3
oewn-00728262-v	impute	22	5.22	2.38	project	0	24	0.0	0	0	0	11
oewn-01753598-v	engrave	4	2.78	2.37	etch	0	4	0.0	0	0	0	3
oewn-00510688-v	spot	5	4.89	2.36	spot	0	5	0.0	0	0	0	3
oewn-00239753-v	oxidize	6	4.26	2.36	breathe	0	6	0.0	0	0	0	3
oewn-00240207-v	oxidise	4	3.74	2.36	rust	0	4	0.0	0	0	0	2
oewn-01819595-v	please	9	5.66	2.35	please	3	10	0.3	0	0	0	3
oewn-02672590-v	oppose	7	3.94	2.34	oppose	0	7	0.0	0	0	0	3
oewn-00305203-v	constrict	5	4.39	2.33	narrow	0	5	0.0	0	0	0	3
oewn-02629050-v	complect	4	2.7	2.33	interconnect	0	4	0.0	0	0	0	2
oewn-01422636-v	box	4	5.04	2.32	box	0	4	0.0	0	0	0	4
oewn-01542421-v	absorb	5	3.81	2.32	absorb	0	5	0.0	0	0	0	3
oewn-02275660-v	beg	6	4.05	2.3	beg	1	6	0.17	0	0	0	3
oewn-00422078-v	slacken	4	3.09	2.29	remit	0	4	0.0	0	0	0	2
oewn-01675909-v	knit	5	4.29	2.28	loop	0	5	0.0	0	0	0	3
oewn-01522610-v	undo	28	5.48	2.27	open	0	29	0.0	0	0	0	18
oewn-00252501-v	derive	4	3.51	2.26	derive	0	4	0.0	0	0	0	2
oewn-02255873-v	insure	3	3.4	2.26	insure	0	4	0.0	0	0	0	4
oewn-02519655-v	wrong	5	5.39	2.24	wrong	2	5	0.4	0	0	0	4
oewn-01474455-v	commandeer	6	3.96	2.24	pirate	0	6	0.0	0	0	0	3
oewn-00443222-v	gasify	6	3.48	2.24	sublime	0	6	0.0	0	0	0	2
oewn-01101280-v	militarize	6	3.18	2.23	mobilize	0	6	0.0	0	0	0	3
oewn-00089076-v	disinfect	5	2.62	2.23	sterilize	2	5	0.4	0	0	0	4
oewn-00270026-v	immobilize	6	3.37	2.22	stun	4	6	0.67	0	0	0	3
oewn-00060604-v	emasculate	8	5.24	2.21	cut	0	8	0.0	0	0	0	3
oewn-01671502-v	embroider	5	3.48	2.21	faggot	0	6	0.0	0	0	0	4
oewn-01818363-v	depress	12	5.88	2.2	get down	4	12	0.33	0	0	0	3
oewn-00216226-v	humidify	4	3.03	2.2	hydrate	0	4	0.0	0	0	0	2
oewn-02484525-v	formalize	4	2.47	2.2	formalize	0	4	0.0	0	0	0	2
oewn-00412472-v	nationalize	4	2.29	2.17	nationalize	0	4	0.0	0	0	0	2
oewn-02044118-v	bow	7	4.3	2.16	bow	0	8	0.0	0	0	0	5
oewn-00673109-v	misjudge	7	3.69	2.15	underestimate	1	7	0.14	0	0	0	4
oewn-02264636-v	dicker	6	3.95	2.14	bargain	0	6	0.0	0	0	0	2
oewn-01038676-v	chatter	19	3.38	2.13	chatter	0	19	0.0	0	0	0	2
oewn-01797944-v	fuss	7	3.62	2.11	fuss	3	7	0.43	0	0	0	3
oewn-01898642-v	dance	7	4.93	2.09	dance	0	7	0.0	0	0	0	6
oewn-00954214-v	voice	7	5.15	2.06	sound	0	7	0.0	0	0	0	3
oewn-00511445-v	mottle	6	4.46	2.06	cloud	0	6	0.0	0	0	0	3
oewn-00613596-v	commemorate	7	3.49	2.06	commemorate	0	7	0.0	0	0	0	2
oewn-00114645-v	convert	8	4.11	2.04	convert	0	8	0.0	0	0	0	5
oewn-01465097-v	blend	5	3.95	2.04	blend	0	5	0.0	0	0	0	2
oewn-00386056-v	convert	9	4.11	2.03	convert	0	9	0.0	0	0	0	4
oewn-01432088-v	breed	8	5.0	2.01	cross	3	8	0.38	0	0	0	3
oewn-00778568-v	charm	9	4.78	2.01	influence	0	9	0.0	0	0	0	2
oewn-02297496-v	embezzle	6	3.43	2.01	fiddle	0	6	0.0	0	0	1	2
oewn-02273988-v	conserve	5	5.0	2.0	husband	0	5	0.0	0	0	0	2
oewn-00067316-v	sweat	4	4.14	2.0	sweat	0	4	0.0	0	0	0	2
oewn-01051609-v	chant	5	3.6	1.98	chant	0	5	0.0	0	0	0	2
oewn-00022309-v	sedate	9	4.54	1.97	calm	5	9	0.56	0	0	0	2
oewn-00020664-v	hypnotize	6	4.39	1.97	entrance	0	6	0.0	0	0	0	2
oewn-01112658-v	outmaneuver	4	2.67	1.97	outsmart	3	4	0.75	0	0	0	2
oewn-00494865-v	devalue	4	2.65	1.94	devalue	0	4	0.0	0	0	0	2
oewn-01432586-v	crossbreed	6	5.0	1.93	cross	0	6	0.0	0	0	0	2
oewn-00444625-v	crystallize	5	2.35	1.92	crystallize	0	5	0.0	0	0	0	2
oewn-01787700-v	faze	5	2.91	1.91	faze	4	5	0.8	0	0	0	2
oewn-00316611-v	revalue	4	4.74	1.9	appreciate	0	4	0.0	0	0	0	2
oewn-02390514-v	divest	5	2.88	1.87	divest	2	5	0.4	0	0	0	3
oewn-00695167-v	deify	4	1.82	1.82	deify	0	4	0.0	0	0	0	2
oewn-00694673-v	idealize	7	2.3	1.81	romanticize	0	7	0.0	0	0	0	3
oewn-01346975-v	unfasten	4	2.55	1.75	unzip	0	4	0.0	0	0	0	4
oewn-00418521-v	stiffen	6	3.3	1.74	starch	0	6	0.0	0	0	0	4
oewn-00390309-v	enfeeble	6	4.81	1.7	waste	0	6	0.0	0	0	0	2
oewn-00990319-v	dramatize	4	2.3	1.7	dramatize	2	4	0.5	0	0	0	2
oewn-01254989-v	smear	4	3.46	1.68	smear	2	4	0.5	0	0	0	3
oewn-00267083-v	polymerize	4	1.67	1.67	polymerize	0	4	0.0	0	0	0	2
oewn-02502711-v	liberate	8	5.59	1.63	set free	2	8	0.25	0	0	0	4
oewn-01193027-v	intoxicate	5	3.61	1.63	soak	0	5	0.0	0	0	0	2
oewn-00480529-v	mechanize	4	2.15	1.58	dehumanize	0	4	0.0	0	0	0	2
oewn-00406465-v	decentralize	5	2.19	1.55	decentralize	0	5	0.0	0	0	0	2
oewn-00508745-v	fossilize	4	1.67	1.54	petrify	0	4	0.0	0	0	0	2
oewn-01573763-v	strangle	7	3.47	1.48	throttle	0	7	0.0	0	0	0	2
oewn-00455823-v	flush	3	3.8	1.46	flush	0	4	0.0	0	0	0	3
oewn-00278169-v	chronologize	6	2.59	1.45	predate	0	6	0.0	0	0	0	3
oewn-00704539-v	predetermine	5	1.68	1.4	predetermine	3	7	0.43	0	0	0	3
oewn-01287064-v	untie	6	2.51	1.29	untie	0	6	0.0	0	0	0	3
oewn-00827994-v	deplore	8	2.43	1.2	deplore	0	8	0.0	0	0	0	2
oewn-01553002-v	dissect	4	2.9	1.1	dissect	0	4	0.0	0	0	0	3
