family_id	head	size	book_hits	raw_hits	book_members	peak_word	charged	labelled	charged_pct	pos_ct	neg_ct	contrast	held	done	eligible
oewn-01439155-v	turn	4	73	1502	3	turn	0	4	0.0	0	0	0	0	0	0
oewn-01559128-v	tear	4	73	358	4	tear	0	4	0.0	0	0	0	0	0	0
oewn-00797525-v	forbid	17	72	197	10	bar	0	17	0.0	0	0	0	0	0	0
oewn-01864781-v	stop	17	72	835	14	stop	1	17	0.06	0	1	0	0	0	0
oewn-02484912-v	issue	9	72	605	6	free	0	9	0.0	0	0	0	0	0	0
oewn-00979368-v	proclaim	6	72	226	5	exclaim	0	6	0.0	0	0	0	0	0	0
oewn-00260813-v	afflict	5	72	367	5	visit	5	5	1.0	0	5	0	0	0	0
oewn-00870790-v	challenge	5	72	1696	5	call	1	5	0.2	0	1	0	0	0	0
oewn-01457813-v	hoist	5	72	520	3	wind	0	5	0.0	0	0	0	0	0	0
oewn-01780135-v	care for	5	72	130	5	treasure	1	5	0.2	1	0	0	0	0	0
oewn-01866904-v	stop	5	72	1242	3	call	0	5	0.0	0	0	0	0	0	0
oewn-00840203-v	make	4	72	2844	3	make	0	4	0.0	0	0	0	0	0	0
oewn-01399864-v	beat	34	71	366	18	beat	6	34	0.18	0	6	0	0	0	0
oewn-01660471-v	assemble	16	71	287	9	piece	3	16	0.19	0	3	0	0	0	0
oewn-01520294-v	intertwine	15	71	414	9	wind	0	15	0.0	0	0	0	0	0	0
oewn-02232813-v	abandon	14	71	506	13	change	0	14	0.0	0	0	0	0	0	0
oewn-01989043-v	lie down	7	71	538	7	lie	0	7	0.0	0	0	0	0	0	0
oewn-02056400-v	pass	7	71	1654	6	pass	0	7	0.0	0	0	0	0	0	0
oewn-00894956-v	excuse	4	71	256	3	explain	0	4	0.0	0	0	0	0	0	0
oewn-02470006-v	spare	4	71	441	4	save	4	4	1.0	0	4	0	0	0	0
oewn-01461602-v	separate	25	70	445	14	separate	0	25	0.0	0	0	0	0	0	0
oewn-02048992-v	revolve	17	70	297	11	wheel	0	17	0.0	0	0	0	0	0	0
oewn-01789790-v	anger	15	70	154	11	anger	4	15	0.27	0	4	0	0	0	0
oewn-00777201-v	quarrel	13	70	102	7	quarrel	7	13	0.54	5	2	1	0	0	0
oewn-02628315-v	connect	13	70	433	8	join	0	13	0.0	0	0	0	0	0	0
oewn-02392628-v	educate	9	70	366	5	prepare	2	9	0.22	2	0	0	0	0	0
oewn-02545454-v	rear	8	70	381	7	raise	0	8	0.0	0	0	0	0	0	0
oewn-02763991-v	pour	8	70	243	5	stream	0	8	0.0	0	0	0	0	0	0
oewn-01764964-v	inflame	7	70	277	6	wake	0	7	0.0	0	0	0	0	0	0
oewn-02250547-v	transact	6	70	569	6	deal	0	6	0.0	0	0	0	0	0	0
oewn-00908688-v	sentence	5	70	141	4	doom	0	5	0.0	0	0	0	0	0	0
oewn-01219086-v	clasp	5	70	206	5	bosom	4	5	0.8	4	0	0	0	0	0
oewn-01004785-v	film	4	70	2641	3	take	0	4	0.0	0	0	0	0	0	0
oewn-02302103-v	offer	4	70	1886	4	give	0	4	0.0	0	0	0	0	0	0
oewn-01381221-v	spread	23	69	328	15	spread	0	23	0.0	0	0	0	0	0	0
oewn-00323648-v	cook	21	69	224	11	cook	0	21	0.0	0	0	0	0	0	0
oewn-00884747-v	boast	14	69	365	12	blow	4	14	0.29	4	0	0	0	1	0
oewn-01637684-v	think up	12	69	352	10	think of	5	12	0.42	0	5	0	0	0	0
oewn-02453050-v	form	11	69	583	6	form	0	11	0.0	0	0	0	0	0	0
oewn-00513958-v	enable	8	69	119	7	invest	1	8	0.12	1	0	0	0	0	0
oewn-02775199-v	blow	7	69	391	7	blow	2	7	0.29	0	2	0	0	0	0
oewn-01213301-v	handle	6	69	181	6	field	2	6	0.33	0	2	0	0	0	0
oewn-01745745-v	plow	6	69	1122	6	turn	0	6	0.0	0	0	0	0	0	0
oewn-00671680-v	take	4	69	2546	4	take	0	4	0.0	0	0	0	0	0	0
oewn-01532886-v	bury	4	69	898	4	set	0	4	0.0	0	0	0	0	0	0
oewn-00658247-v	group	11	68	247	8	gather	0	11	0.0	0	0	0	0	0	0
oewn-01293025-v	attach	11	68	408	10	stick	0	11	0.0	0	0	0	0	0	0
oewn-01989937-v	sink	11	68	598	8	drop	0	11	0.0	0	0	0	0	0	0
oewn-00615748-v	abandon	9	68	240	8	desert	4	9	0.44	0	4	0	0	0	0
oewn-00992687-v	address	7	68	394	7	address	0	7	0.0	0	0	0	0	0	0
oewn-01906776-v	float	7	68	515	6	blow	0	7	0.0	0	0	0	0	0	0
oewn-01433863-v	snog	6	68	148	4	kiss	0	6	0.0	0	0	0	0	0	0
oewn-01155952-v	revenge	5	68	80	4	revenge	3	5	0.6	0	3	0	0	0	0
oewn-01621566-v	institute	5	68	719	5	bring	0	5	0.0	0	0	0	0	0	0
oewn-02531113-v	work	4	68	1102	4	work	0	4	0.0	0	0	0	0	0	0
oewn-01896097-v	bounce	15	67	333	11	spring	0	15	0.0	0	0	0	0	0	0
oewn-00099475-v	exercise	13	67	480	7	press	8	13	0.62	3	5	1	0	0	0
oewn-02295422-v	profit	13	67	484	8	clear	7	13	0.54	7	0	0	0	0	0
oewn-00941308-v	explain	11	67	230	7	explain	7	11	0.64	7	0	0	0	0	0
oewn-02557529-v	save	9	67	649	8	save	5	9	0.56	2	3	1	0	0	0
oewn-01809651-v	ache	6	67	441	5	die	0	6	0.0	0	0	0	0	0	0
oewn-01020361-v	claim	5	67	288	4	claim	0	5	0.0	0	0	0	0	0	0
oewn-00729953-v	blame	4	67	377	4	charge	0	4	0.0	0	0	0	0	0	0
oewn-02579332-v	cheat	38	66	331	20	beat	4	38	0.11	3	1	1	0	0	0
oewn-01634614-v	regenerate	24	66	254	10	restore	4	24	0.17	3	1	1	0	0	0
oewn-01740703-v	reproduce	21	66	332	10	repeat	3	21	0.14	3	0	0	0	0	0
oewn-00073791-v	stool	10	66	2801	3	make	0	10	0.0	0	0	0	0	0	0
oewn-01133899-v	check	8	66	578	8	stop	0	8	0.0	0	0	0	0	0	0
oewn-00651134-v	explore	5	66	147	4	cave	0	5	0.0	0	0	0	0	0	0
oewn-01397703-v	plate	13	65	143	6	silver	0	13	0.0	0	0	0	0	0	0
oewn-01422127-v	agitate	13	65	431	9	beat	2	13	0.15	2	0	0	0	0	0
oewn-00236085-v	limit	11	65	232	7	number	0	11	0.0	0	0	0	0	0	0
oewn-02354208-v	entrust	10	65	389	8	trust	5	10	0.5	5	0	0	0	0	0
oewn-01914366-v	startle	7	65	578	4	start	1	7	0.14	0	1	0	0	0	0
oewn-01111038-v	overcome	6	65	265	6	master	0	6	0.0	0	0	0	0	0	0
oewn-00032974-v	frown	5	65	202	4	lower	5	5	1.0	0	5	0	0	0	0
oewn-00757492-v	appeal	5	65	1151	5	turn	0	5	0.0	0	0	0	0	0	0
oewn-01278925-v	line	4	65	381	2	line	0	4	0.0	0	0	0	0	0	0
oewn-01806967-v	torment	15	64	218	13	rag	1	15	0.07	0	1	0	0	0	0
oewn-02073479-v	pour	13	64	520	11	drop	0	13	0.0	0	0	0	0	0	0
oewn-02530710-v	pass	10	64	931	6	pass	6	10	0.6	6	0	0	0	0	0
oewn-02164982-v	radiate	9	64	217	8	flash	5	9	0.56	5	0	0	0	0	0
oewn-00791110-v	call	7	64	1015	5	call	0	7	0.0	0	0	0	0	0	0
oewn-01062889-v	carry	7	64	662	4	carry	0	7	0.0	0	0	0	0	0	0
oewn-01178529-v	regale	6	64	212	5	wine	1	6	0.17	0	1	0	0	0	0
oewn-00841513-v	overstate	29	63	306	17	blow	7	29	0.24	7	0	0	0	1	0
oewn-00626756-v	read	13	63	558	6	read	3	13	0.23	3	0	0	0	0	0
oewn-02476750-v	enroll	13	63	679	8	enter	0	13	0.0	0	0	0	0	0	0
oewn-00784574-v	entice	12	63	963	10	call	3	12	0.25	2	1	1	0	0	0
oewn-01041202-v	sign	9	63	342	4	sign	0	9	0.0	0	0	0	0	0	0
oewn-02431242-v	close up	8	63	674	8	close	0	8	0.0	0	0	0	0	0	0
oewn-00888280-v	vow	7	63	370	6	engage	0	7	0.0	0	0	0	0	0	0
oewn-02260917-v	prize	7	63	226	7	value	2	7	0.29	2	0	0	0	0	0
oewn-00766267-v	agree	6	63	171	5	agree	1	6	0.17	1	0	0	0	0	0
oewn-02053645-v	pass	6	63	1158	6	pass	0	6	0.0	0	0	0	0	0	0
oewn-02716547-v	bound	5	63	195	5	shore	0	5	0.0	0	0	0	0	0	0
oewn-02725805-v	belong to	5	63	176	4	belong	0	5	0.0	0	0	0	0	0	0
oewn-00881748-v	flatter	14	62	96	3	flatter	3	14	0.21	3	0	0	0	1	0
oewn-00811316-v	hedge	13	62	224	10	beg	1	13	0.08	0	1	0	0	0	0
oewn-01182162-v	feed	10	62	329	10	eat	0	10	0.0	0	0	0	0	0	0
oewn-00765444-v	settle	9	62	676	8	clear	0	9	0.0	0	0	0	0	0	0
oewn-02305021-v	bid	9	62	1235	4	call	1	9	0.11	0	1	0	0	0	0
oewn-00779033-v	hex	8	62	121	5	spell	0	8	0.0	0	0	0	0	0	0
oewn-00904187-v	absolve	8	62	427	7	free	0	8	0.0	0	0	0	0	0	0
oewn-00989103-v	describe	8	62	667	7	draw	2	8	0.25	2	0	0	0	0	0
oewn-01484705-v	hang	7	62	661	7	drop	0	7	0.0	0	0	0	0	0	0
oewn-02393545-v	educate	7	62	248	6	school	6	7	0.86	6	0	0	0	0	0
oewn-01102003-v	lose	6	62	762	3	lose	2	6	0.33	0	2	0	0	0	0
oewn-01236557-v	roof	4	62	68	4	roof	0	4	0.0	0	0	0	0	0	0
oewn-02260270-v	allow	4	62	348	4	allow	3	4	0.75	3	0	0	0	0	0
oewn-02279327-v	assume	13	61	377	9	seize	5	13	0.38	0	5	0	0	0	0
oewn-02426474-v	free	12	61	939	8	run	7	12	0.58	7	0	0	0	0	0
oewn-01226565-v	grip	9	61	258	6	bite	1	9	0.11	1	0	0	0	0	0
oewn-01993887-v	sink	9	61	702	7	sink	0	9	0.0	0	0	0	0	0	0
oewn-00966943-v	broach	8	61	657	8	deal	0	8	0.0	0	0	0	0	0	0
oewn-01425939-v	close	8	61	639	6	close	0	8	0.0	0	0	0	0	0	0
oewn-02040935-v	slope	8	61	561	8	fall	0	8	0.0	0	0	0	0	0	0
oewn-02236443-v	convey	8	61	938	7	pass	0	8	0.0	0	0	0	0	0	0
oewn-01167895-v	strain	6	61	224	5	task	2	6	0.33	2	0	0	0	0	0
oewn-01439891-v	send	6	61	379	5	send	0	6	0.0	0	0	0	0	0	0
oewn-02711395-v	inhere in	5	61	559	4	rest	0	5	0.0	0	0	0	0	0	0
oewn-00377673-v	burn	17	60	332	10	burn	5	17	0.29	0	5	0	0	0	0
oewn-01280991-v	wrinkle	15	60	164	12	knit	3	15	0.2	0	3	0	0	0	0
oewn-01730049-v	play	14	60	581	12	play	1	14	0.07	1	0	0	0	0	0
oewn-00822637-v	attest	11	60	277	9	reflect	2	11	0.18	1	1	1	0	0	0
oewn-02387509-v	leave office	11	60	578	9	fall	4	11	0.36	0	4	0	0	0	0
oewn-01394891-v	wipe	9	60	167	7	sweep	0	9	0.0	0	0	0	0	0	0
oewn-00310092-v	burst	7	60	397	6	blow	0	7	0.0	0	0	0	0	0	0
oewn-00601765-v	absorb	7	60	438	7	engage	0	7	0.0	0	0	0	0	0	0
oewn-02072341-v	spurt	7	60	328	5	blow	0	7	0.0	0	0	0	0	0	0
oewn-02289796-v	refund	7	60	686	4	return	0	7	0.0	0	0	0	0	0	0
oewn-00319617-v	elongate	4	60	299	3	tree	0	4	0.0	0	0	0	0	0	0
oewn-01708311-v	author	4	60	104	2	ghost	0	4	0.0	0	0	0	0	0	0
oewn-02035003-v	separate	15	59	749	13	break	0	15	0.0	0	0	0	0	0	0
oewn-01973223-v	ascend	7	59	578	7	rise	0	7	0.0	0	0	0	0	0	0
oewn-02167378-v	glitter	7	59	135	7	shine	1	7	0.14	0	1	0	0	0	0
oewn-01187158-v	sustain	6	59	1246	5	keep	0	6	0.0	0	0	0	0	0	0
oewn-01222557-v	brace	6	59	132	4	steady	0	6	0.0	0	0	0	0	0	0
oewn-02073176-v	pour	6	59	174	4	spout	0	6	0.0	0	0	0	0	0	0
oewn-00878858-v	research	4	59	147	4	consult	0	4	0.0	0	0	0	0	0	0
oewn-01378910-v	scatter	19	58	250	12	dust	0	19	0.0	0	0	0	0	0	0
oewn-00856586-v	gull	12	58	239	9	fool	0	12	0.0	0	0	0	0	0	0
oewn-01977139-v	lower	9	58	302	9	lower	0	9	0.0	0	0	0	0	0	0
oewn-01491585-v	charge	6	58	220	4	charge	0	6	0.0	0	0	0	0	0	0
oewn-01769760-v	worry	6	58	276	5	eat	2	6	0.33	2	0	0	0	0	0
oewn-01506036-v	stack	5	58	160	4	pile	0	5	0.0	0	0	0	0	0	0
oewn-01636439-v	project	5	58	696	5	throw	0	5	0.0	0	0	0	0	0	0
oewn-02091423-v	land	5	58	339	4	land	0	5	0.0	0	0	0	0	0	0
oewn-02588127-v	action	5	58	131	5	action	0	5	0.0	0	0	0	0	0	0
oewn-02314145-v	give	4	58	1786	4	give	0	4	0.0	0	0	0	0	0	0
oewn-02490159-v	shoot	4	58	295	3	shoot	0	4	0.0	0	0	0	0	0	0
oewn-02646524-v	hesitate	14	57	193	11	hesitate	2	14	0.14	0	2	0	0	0	0
oewn-02006752-v	chase away	13	57	407	10	fire	0	13	0.0	0	0	0	0	0	0
oewn-02217607-v	deny	8	57	323	8	refuse	2	8	0.25	0	2	0	0	0	0
oewn-00246343-v	grow	7	57	460	5	grow	1	7	0.14	0	1	0	0	0	0
oewn-01489937-v	burden	7	57	122	5	weight	0	7	0.0	0	0	0	0	0	0
oewn-02048171-v	circle	7	57	158	6	circle	0	7	0.0	0	0	0	0	0	0
oewn-00496934-v	seclude	5	57	498	4	lose	0	5	0.0	0	0	0	0	0	0
oewn-02729107-v	elude	5	57	340	5	escape	0	5	0.0	0	0	0	0	0	0
oewn-00105712-v	feel	4	57	732	2	feel	3	4	0.75	2	1	1	0	0	0
oewn-02257962-v	pay	4	57	507	3	pay	0	4	0.0	0	0	0	0	0	0
oewn-00516235-v	process	49	56	782	19	run	10	49	0.2	0	10	0	0	0	0
oewn-00430013-v	reduce	23	56	460	19	cut	1	23	0.04	0	1	0	0	0	0
oewn-00873606-v	bode	15	56	103	13	threaten	1	15	0.07	1	0	0	0	0	0
oewn-00513267-v	disable	10	56	745	8	hold	4	10	0.4	0	4	0	0	0	0
oewn-00890750-v	sign	10	56	299	7	sign	0	10	0.0	0	0	0	0	0	0
oewn-01003339-v	set forth	7	56	602	6	draw	0	7	0.0	0	0	0	0	0	0
oewn-00371065-v	cool	6	56	170	4	ice	0	6	0.0	0	0	0	0	0	0
oewn-00787624-v	investigate	4	56	186	4	inquire	0	4	0.0	0	0	0	0	0	0
oewn-00807711-v	concede	4	56	210	4	forgive	1	4	0.25	1	0	0	0	0	0
oewn-01550172-v	recumb	4	56	544	3	rest	0	4	0.0	0	0	0	0	0	0
oewn-01535377-v	clean	25	55	376	9	sweep	2	25	0.08	1	1	1	0	0	0
oewn-02510211-v	coerce	18	55	547	8	drive	5	18	0.28	5	0	0	0	0	0
oewn-01534786-v	spot	14	55	204	10	spot	0	14	0.0	0	0	0	0	0	0
oewn-00896259-v	apologize	12	55	275	9	colour	0	12	0.0	0	0	0	0	0	0
oewn-02196212-v	season	12	55	109	9	season	3	12	0.25	0	3	0	0	0	0
oewn-02517217-v	regulate	9	55	347	5	order	2	9	0.22	0	2	0	0	0	0
oewn-01915332-v	circle	8	55	150	6	circle	0	8	0.0	0	0	0	0	0	0
oewn-00612810-v	remember	6	55	360	4	remember	0	6	0.0	0	0	0	0	0	0
oewn-01313320-v	excavate	6	55	434	6	drive	0	6	0.0	0	0	0	0	0	0
oewn-02124916-v	bite	5	55	321	4	bite	5	5	1.0	0	5	0	0	0	0
oewn-01612191-v	pull	14	54	410	12	pull	0	14	0.0	0	0	0	0	0	0
oewn-02324030-v	overcharge	14	54	222	12	rob	0	14	0.0	0	0	0	0	0	0
oewn-02719247-v	stick out	13	54	244	8	bag	0	13	0.0	0	0	0	0	0	0
oewn-00846978-v	abuse	10	54	228	6	shout	4	10	0.4	0	4	0	0	0	0
oewn-01022365-v	write down	10	54	248	7	note	0	10	0.0	0	0	0	0	0	0
oewn-02084180-v	impart	10	54	569	8	carry	0	10	0.0	0	0	0	0	0	0
oewn-01048804-v	howl	9	54	194	5	howl	0	9	0.0	0	0	0	0	0	0
oewn-00080825-v	administer	7	54	1831	5	give	0	7	0.0	0	0	0	0	0	0
oewn-02353564-v	commit	7	54	499	3	send	5	7	0.71	5	0	0	0	0	0
oewn-02207710-v	keep	5	54	940	4	keep	4	5	0.8	0	4	0	0	0	0
oewn-01094777-v	battle	4	54	55	3	battle	2	4	0.5	0	2	0	0	0	0
oewn-01651214-v	establish	4	54	1780	4	give	0	4	0.0	0	0	0	0	0	0
oewn-01477180-v	let go of	19	53	268	13	loose	0	19	0.0	0	0	0	0	0	0
oewn-00231983-v	grow	16	53	723	7	grow	0	16	0.0	0	0	0	0	0	0
oewn-00005041-v	inhale	14	53	656	10	draw	0	14	0.0	0	0	0	0	0	0
oewn-02463257-v	disrespect	13	53	590	10	break	6	13	0.46	0	6	0	0	0	0
oewn-00054856-v	reproduce	12	53	813	9	set	1	12	0.08	1	0	0	0	0	0
oewn-00758383-v	claim	9	53	369	8	charge	0	9	0.0	0	0	0	0	0	0
oewn-01448551-v	bite	9	53	222	6	bite	0	9	0.0	0	0	0	0	0	0
oewn-02066140-v	lunge	6	53	190	5	dart	0	6	0.0	0	0	0	0	0	0
oewn-01098310-v	act	4	53	409	3	act	0	4	0.0	0	0	0	0	0	0
oewn-00169614-v	modify	23	52	241	10	temper	4	23	0.17	2	2	1	0	0	0
oewn-02064069-v	diffuse	9	52	807	7	run	0	9	0.0	0	0	0	0	0	0
oewn-02163017-v	disguise	8	52	117	6	cloak	3	8	0.38	0	3	0	0	0	0
oewn-02329178-v	lend	7	52	347	4	trust	0	7	0.0	0	0	0	0	0	0
oewn-02388984-v	take office	7	52	444	5	enter	0	7	0.0	0	0	0	0	0	0
oewn-00686739-v	include	5	52	666	3	carry	0	5	0.0	0	0	0	0	0	0
oewn-01221568-v	prop up	5	52	135	4	shore	0	5	0.0	0	0	0	0	0	0
oewn-02255433-v	compensate	5	52	1707	4	give	0	5	0.0	0	0	0	0	0	0
oewn-02313721-v	contribute	5	52	1715	4	give	1	5	0.2	1	0	0	0	0	0
oewn-01084999-v	enter	4	52	508	3	enter	0	4	0.0	0	0	0	0	0	0
oewn-01593092-v	patch	4	52	207	2	piece	0	4	0.0	0	0	0	0	0	0
oewn-02645159-v	loiter	15	51	134	8	lurk	2	15	0.13	2	0	0	0	0	0
oewn-01633724-v	call up	13	51	496	12	raise	0	13	0.0	0	0	0	0	0	0
oewn-02055618-v	travel by	12	51	812	7	pass	0	12	0.0	0	0	0	0	0	0
oewn-00572138-v	remove	11	51	378	7	free	5	11	0.45	2	3	1	0	0	0
oewn-00709957-v	plot	10	51	114	6	scheme	0	10	0.0	0	0	0	0	0	0
oewn-02047080-v	circulate	10	51	347	8	spread	0	10	0.0	0	0	0	0	0	0
oewn-00959711-v	repeat	8	51	225	5	repeat	0	8	0.0	0	0	0	0	0	0
oewn-02188233-v	resound	8	51	225	4	ring	0	8	0.0	0	0	0	0	0	0
oewn-02389183-v	install	8	51	316	6	seat	0	8	0.0	0	0	0	0	0	0
oewn-00007739-v	blink	7	51	242	4	bat	0	7	0.0	0	0	0	0	0	0
oewn-00379335-v	burn	7	51	506	4	fire	1	7	0.14	0	1	0	0	0	0
oewn-00992844-v	address	6	51	362	4	address	2	6	0.33	0	2	0	0	0	0
oewn-01047931-v	roar	6	51	223	4	howl	0	6	0.0	0	0	0	0	0	0
oewn-02172999-v	blind	6	51	144	3	blind	1	6	0.17	0	1	0	0	0	0
oewn-02589224-v	rebel	6	51	516	6	rise	0	6	0.0	0	0	0	0	0	0
oewn-01225209-v	twist	5	51	240	4	wave	0	5	0.0	0	0	0	0	0	0
oewn-01656984-v	manufacture	5	51	157	4	raft	0	5	0.0	0	0	0	0	0	0
oewn-02100445-v	turn	4	51	1101	3	turn	0	4	0.0	0	0	0	0	0	0
oewn-00278429-v	order	16	50	338	9	order	1	16	0.06	1	0	0	0	0	0
oewn-00161033-v	change	10	50	843	6	break	0	10	0.0	0	0	0	0	0	0
oewn-00329612-v	branch	10	50	191	4	separate	1	10	0.1	1	0	0	0	0	0
oewn-00022309-v	sedate	9	50	140	6	calm	5	9	0.56	5	0	0	0	0	0
oewn-02044118-v	bow	8	50	232	4	bow	0	8	0.0	0	0	0	0	0	0
oewn-01788114-v	break down	7	50	456	5	die	3	7	0.43	0	3	0	0	0	0
oewn-01989538-v	sag	7	50	188	7	bag	0	7	0.0	0	0	0	0	0	0
oewn-00868366-v	consecrate	5	50	192	4	bless	0	5	0.0	0	0	0	0	0	0
oewn-01778720-v	contemn	5	50	72	4	disdain	4	5	0.8	0	4	0	0	0	0
oewn-01905776-v	roll	5	50	375	5	roll	0	5	0.0	0	0	0	0	0	0
oewn-02381180-v	engage	5	50	467	4	engage	0	5	0.0	0	0	0	0	0	0
oewn-00338044-v	crack	4	50	124	3	crack	2	4	0.5	1	1	1	0	0	0
oewn-00970243-v	circulate	21	49	1098	13	run	0	21	0.0	0	0	0	0	0	0
oewn-01136251-v	fire	9	49	574	6	fire	0	9	0.0	0	0	0	0	0	0
oewn-02206426-v	distribute	9	49	337	7	deal	0	9	0.0	0	0	0	0	0	0
oewn-02325354-v	charge	9	49	204	5	charge	1	9	0.11	1	0	0	0	0	0
oewn-00331892-v	grind	8	49	288	6	grind	0	8	0.0	0	0	0	0	0	0
oewn-00448264-v	dissolve	7	49	1026	6	run	0	7	0.0	0	0	0	0	0	0
oewn-02174871-v	attend	6	49	396	4	hang	0	6	0.0	0	0	0	0	0	0
oewn-02448714-v	operate	6	49	1383	5	work	0	6	0.0	0	0	0	0	0	0
oewn-00510688-v	spot	5	49	251	4	spot	0	5	0.0	0	0	0	0	0	0
oewn-00860989-v	cheer	5	49	130	3	amuse	5	5	1.0	1	4	1	0	0	0
oewn-00393662-v	sharpen	4	49	554	3	point	0	4	0.0	0	0	0	0	0	0
oewn-02094251-v	turn	4	49	1132	2	turn	0	4	0.0	0	0	0	0	0	0
oewn-02456614-v	impede	17	48	205	12	jam	0	17	0.0	0	0	0	0	0	0
oewn-00227591-v	intensify	15	48	435	15	raise	0	15	0.0	0	0	0	0	0	0
oewn-01823114-v	discourage	14	48	102	13	depress	5	14	0.36	0	5	0	0	0	0
oewn-01379697-v	discharge	12	48	466	11	play	0	12	0.0	0	0	0	0	0	0
oewn-01738383-v	duplicate	10	48	263	4	repeat	0	10	0.0	0	0	0	0	0	0
oewn-01655681-v	bear	7	48	473	6	bear	0	7	0.0	0	0	0	0	0	0
oewn-02383714-v	react	7	48	203	4	pursue	0	7	0.0	0	0	0	0	0	0
oewn-02522260-v	mistreat	7	48	364	4	step	7	7	1.0	0	7	0	0	0	0
oewn-00605971-v	memorize	6	48	266	4	learn	0	6	0.0	0	0	0	0	0	0
oewn-00812391-v	get off	6	48	274	6	escape	0	6	0.0	0	0	0	0	0	0
oewn-01578506-v	situate	6	48	366	5	fix	0	6	0.0	0	0	0	0	0	0
oewn-00679602-v	assign	5	48	104	4	detail	0	5	0.0	0	0	0	0	0	0
oewn-01519166-v	force	5	48	526	4	drive	0	5	0.0	0	0	0	0	0	0
oewn-00876672-v	recommend	4	48	139	4	recommend	0	4	0.0	0	0	0	0	0	0
oewn-01442997-v	intercept	4	48	434	4	stop	0	4	0.0	0	0	0	0	0	0
oewn-02095677-v	step	4	48	381	4	step	0	4	0.0	0	0	0	0	0	0
oewn-02575545-v	undertake	4	48	492	4	rise	0	4	0.0	0	0	0	0	0	0
oewn-02691488-v	reach	4	48	540	3	touch	0	4	0.0	0	0	0	0	0	0
oewn-00838384-v	misrepresent	13	47	192	10	affect	5	13	0.38	0	5	0	0	0	0
oewn-01440941-v	deliver	12	47	564	10	drop	1	12	0.08	0	1	0	0	0	0
oewn-01818363-v	depress	12	47	102	10	chill	4	12	0.33	0	4	0	0	0	0
oewn-02218472-v	withhold	12	47	230	7	reserve	0	12	0.0	0	0	0	0	0	0
oewn-02635337-v	obviate	11	47	139	9	release	0	11	0.0	0	0	0	0	0	0
oewn-02716988-v	enclose	11	47	199	10	confine	0	11	0.0	0	0	0	0	0	0
oewn-00778104-v	oppose	9	47	151	7	protest	6	9	0.67	0	6	0	0	0	0
oewn-02278138-v	impound	9	47	261	5	seize	2	9	0.22	1	1	1	0	0	0
oewn-00460731-v	delay	7	47	425	5	catch	0	7	0.0	0	0	0	0	0	0
oewn-00745330-v	reach	7	47	530	5	raise	0	7	0.0	0	0	0	0	0	0
oewn-01725433-v	dissemble	7	47	343	6	act	0	7	0.0	0	0	0	0	0	0
oewn-00296747-v	tune	6	47	123	3	service	2	6	0.33	2	0	0	0	0	0
oewn-00875857-v	familiarize	6	47	146	5	acquaint	1	6	0.17	1	0	0	0	0	0
oewn-00090640-v	maim	5	47	81	5	mar	2	5	0.4	0	2	0	0	0	0
oewn-02723347-v	dangle	5	47	425	5	drop	0	5	0.0	0	0	0	0	0	0
oewn-00887802-v	pledge	4	47	1689	2	give	2	4	0.5	1	1	1	0	0	0
oewn-01689208-v	create	4	47	654	4	draw	0	4	0.0	0	0	0	0	0	0
oewn-02093687-v	turn	4	47	1094	3	turn	0	4	0.0	0	0	0	0	0	0
oewn-02314987-v	render	4	47	684	2	return	0	4	0.0	0	0	0	0	0	0
oewn-00300361-v	adapt	23	46	285	15	fit	4	23	0.17	4	0	0	0	0	0
oewn-00257393-v	swell	15	46	151	7	swell	8	15	0.53	0	8	0	0	0	0
oewn-01323662-v	snip	14	46	427	11	dress	1	14	0.07	1	0	0	0	0	0
oewn-00158612-v	accumulate	12	46	299	8	gather	0	12	0.0	0	0	0	0	0	0
oewn-02147756-v	bring out	10	46	172	9	reveal	0	10	0.0	0	0	0	0	0	0
oewn-02012411-v	depart	9	46	213	4	quit	0	9	0.0	0	0	0	0	0	0
oewn-00923709-v	mark	8	46	371	5	mark	3	8	0.38	3	0	0	0	0	0
oewn-01874268-v	skid	8	46	211	6	slip	0	8	0.0	0	0	0	0	0	0
oewn-01872363-v	writhe	7	46	101	7	twist	0	7	0.0	0	0	0	0	0	0
oewn-02160976-v	vanish	7	46	397	4	clear	6	7	0.86	0	6	0	0	0	0
oewn-02653599-v	prevail	7	46	772	5	run	0	7	0.0	0	0	0	0	0	0
oewn-02036260-v	diverge	6	46	186	4	separate	0	6	0.0	0	0	0	0	0	0
oewn-00105308-v	joke	5	46	85	4	joke	2	5	0.4	2	0	0	0	0	0
oewn-00433636-v	drop	5	46	552	4	drop	0	5	0.0	0	0	0	0	0	0
oewn-02482757-v	cancel	20	45	342	10	lift	6	20	0.3	0	6	0	0	0	0
oewn-01509775-v	hurl	9	45	256	8	cast	2	9	0.22	0	2	0	0	0	0
oewn-00784104-v	solicit	7	45	198	6	beg	0	7	0.0	0	0	0	0	0	0
oewn-01120867-v	attack	7	45	230	6	attack	2	7	0.29	0	2	0	0	0	0
oewn-01987278-v	arise	7	45	552	5	rise	0	7	0.0	0	0	0	0	0	0
oewn-02195078-v	soften	7	45	177	7	dull	0	7	0.0	0	0	0	0	0	0
oewn-02556841-v	rescue	7	45	398	5	save	7	7	1.0	7	0	0	0	0	0
oewn-02654741-v	occupy	7	45	183	7	occupy	0	7	0.0	0	0	0	0	0	0
