family_id	head	size	book_hits	raw_hits	book_members	peak_word	charged	labelled	charged_pct	pos_ct	neg_ct	contrast	held	done	eligible
oewn-00442400-v	decrease	48	126	1189	34	cut	8	48	0.17	2	6	1	0	0	0
oewn-00802592-v	dismiss	22	126	168	12	slight	7	22	0.32	2	5	1	0	0	0
oewn-02411715-v	succeed	9	126	1009	8	follow	0	9	0.0	0	0	0	0	0	0
oewn-01641524-v	discover	4	126	1685	4	find	0	4	0.0	0	0	0	0	0	0
oewn-00975088-v	air	12	125	821	7	air	0	12	0.0	0	0	0	0	0	0
oewn-00124250-v	move	6	125	1681	6	pass	0	6	0.0	0	0	0	0	0	0
oewn-00380830-v	switch	6	125	1253	4	back	0	6	0.0	0	0	0	0	0	0
oewn-00125649-v	turn	4	125	2493	4	turn	0	4	0.0	0	0	0	0	0	0
oewn-01546780-v	seat	4	125	997	3	sit	0	4	0.0	0	0	0	0	0	0
oewn-01536935-v	dirty	22	124	328	16	spot	15	22	0.68	0	15	0	0	0	0
oewn-01097629-v	serve	10	124	1110	7	sit	0	10	0.0	0	0	0	0	0	0
oewn-01654152-v	start	7	124	1216	6	open	0	7	0.0	0	0	0	0	0	0
oewn-02113108-v	get	4	124	2821	4	get	0	4	0.0	0	0	0	0	0	0
oewn-01633150-v	raise	20	123	694	14	raise	8	20	0.4	0	8	0	0	0	0
oewn-02402779-v	promote	16	123	768	11	raise	10	16	0.62	10	0	0	0	0	0
oewn-01880523-v	move back and forth	11	123	660	10	shake	0	11	0.0	0	0	0	0	0	0
oewn-00728262-v	impute	24	122	486	12	charge	0	24	0.0	0	0	0	0	0	0
oewn-02439823-v	join	19	122	723	12	enter	0	19	0.0	0	0	0	0	0	0
oewn-01227308-v	operate	15	122	1723	12	turn	0	15	0.0	0	0	0	0	0	0
oewn-00092045-v	devolve	13	122	626	12	drop	6	13	0.46	0	6	0	0	0	0
oewn-00902866-v	introduce	8	122	1244	6	present	0	8	0.0	0	0	0	0	0	0
oewn-02137210-v	gaze	7	122	132	3	gaze	3	7	0.43	0	3	0	0	1	0
oewn-01813288-v	overwhelm	15	121	730	13	kill	3	15	0.2	2	1	1	0	0	0
oewn-02042202-v	lean	13	121	557	12	lean	0	13	0.0	0	0	0	0	0	0
oewn-02183962-v	sound	13	121	1143	10	sound	1	13	0.08	1	0	0	0	0	0
oewn-02293158-v	acquire	7	121	720	6	win	1	7	0.14	0	1	0	0	0	0
oewn-01067899-v	keep	4	121	1200	4	keep	0	4	0.0	0	0	0	0	0	0
oewn-02169748-v	glance	4	121	242	3	glance	0	4	0.0	0	0	0	0	0	0
oewn-02401858-v	name	4	121	3327	2	make	0	4	0.0	0	0	0	0	0	0
oewn-01576346-v	tear	12	120	657	12	tear	7	12	0.58	0	7	0	0	0	0
oewn-02506927-v	judge	4	120	883	2	try	0	4	0.0	0	0	0	0	0	0
oewn-00792365-v	telecommunicate	17	119	1899	8	call	0	17	0.0	0	0	0	0	0	0
oewn-01632781-v	bring	6	119	2150	6	work	0	6	0.0	0	0	0	0	0	0
oewn-01993067-v	collapse	16	118	2889	15	give	0	16	0.0	0	0	0	0	0	0
oewn-00617464-v	exclude	7	118	252	6	except	0	7	0.0	0	0	0	0	0	0
oewn-01743695-v	grow	7	118	1937	6	keep	0	7	0.0	0	0	0	0	0	0
oewn-01786469-v	dismay	6	118	313	5	alarm	0	6	0.0	0	0	0	0	0	0
oewn-01165936-v	mine	4	118	237	1	mine	0	4	0.0	0	0	0	0	0	0
oewn-01950855-v	row	6	117	433	5	pull	0	6	0.0	0	0	0	0	0	0
oewn-02079296-v	scat	17	116	1073	10	run	0	17	0.0	0	0	0	0	0	0
oewn-02768426-v	burn	11	116	848	5	light	0	11	0.0	0	0	0	0	0	0
oewn-01028104-v	name	9	116	822	7	name	0	9	0.0	0	0	0	0	0	0
oewn-01813031-v	shock	8	116	322	4	floor	5	8	0.62	5	0	0	0	0	0
oewn-02754802-v	deck	7	116	315	7	deck	6	7	0.86	6	0	0	0	0	0
oewn-00611721-v	forget	6	116	409	4	forget	2	6	0.33	2	0	0	0	0	0
oewn-02247246-v	sell	29	115	875	15	move	6	29	0.21	0	6	0	0	0	0
oewn-01723161-v	act	15	115	3446	10	make	0	15	0.0	0	0	0	0	0	0
oewn-01964770-v	swim	11	115	421	8	swim	0	11	0.0	0	0	0	0	0	0
oewn-02113644-v	suffer	5	115	1104	5	die	3	5	0.6	1	2	1	0	0	0
oewn-00114965-v	convert	47	114	1394	14	work	1	47	0.02	1	0	0	0	0	0
oewn-01482779-v	capture	15	114	1279	11	run	0	15	0.0	0	0	0	0	0	0
oewn-01443719-v	pierce	13	114	503	11	bite	0	13	0.0	0	0	0	0	0	0
oewn-02685340-v	prolong	7	114	1227	7	keep	0	7	0.0	0	0	0	0	0	0
oewn-00144967-v	round	4	114	665	3	round	0	4	0.0	0	0	0	0	0	0
oewn-01768023-v	perturb	9	113	464	9	trouble	0	9	0.0	0	0	0	0	0	0
oewn-00281690-v	lighten	8	113	733	6	light	0	8	0.0	0	0	0	0	0	0
oewn-01801741-v	afflict	7	113	781	6	try	7	7	1.0	3	4	1	0	0	0
oewn-00045868-v	gain	6	113	829	5	round	0	6	0.0	0	0	0	0	0	0
oewn-01444129-v	pierce	14	112	452	12	stick	0	14	0.0	0	0	0	0	0	0
oewn-01216829-v	take	8	112	2790	7	take	0	8	0.0	0	0	0	0	0	0
oewn-00700621-v	decide	6	112	735	5	judge	0	6	0.0	0	0	0	0	0	0
oewn-02245263-v	seek	5	112	429	5	seek	0	5	0.0	0	0	0	0	0	0
oewn-01930264-v	run	18	111	1485	13	run	0	18	0.0	0	0	0	0	0	0
oewn-01927862-v	climb	8	111	280	7	struggle	0	8	0.0	0	0	0	0	0	0
oewn-02708690-v	suit	5	111	2836	5	take	3	5	0.6	3	0	0	0	0	0
oewn-01522610-v	undo	29	110	941	15	open	0	29	0.0	0	0	0	0	0	0
oewn-02516039-v	control	23	110	1430	18	hold	2	23	0.09	2	0	0	0	0	0
oewn-00794133-v	call	17	110	1292	13	call	0	17	0.0	0	0	0	0	0	0
oewn-00753573-v	command	13	110	460	10	command	0	13	0.0	0	0	0	0	0	0
oewn-01582662-v	unfold	10	110	978	6	open	0	10	0.0	0	0	0	0	0	0
oewn-02162161-v	obscure	9	110	279	6	cloud	0	9	0.0	0	0	0	0	0	0
oewn-02420961-v	busy	7	110	241	5	occupy	2	7	0.29	2	0	0	0	0	0
oewn-00642490-v	add	4	110	462	3	add	0	4	0.0	0	0	0	0	0	0
oewn-01583316-v	envelop	19	109	470	13	hide	1	19	0.05	1	0	0	0	0	0
oewn-01817851-v	rejoice	10	109	270	6	joy	5	10	0.5	5	0	0	0	0	0
oewn-01552687-v	deface	9	109	360	8	mark	5	9	0.56	0	5	0	0	0	0
oewn-00286768-v	stain	7	109	164	5	vein	0	7	0.0	0	0	0	0	0	0
oewn-00292635-v	light	7	109	718	4	light	0	7	0.0	0	0	0	0	0	0
oewn-00775477-v	argue	18	108	285	9	spar	5	18	0.28	5	0	0	0	0	0
oewn-02769698-v	shine	17	108	491	15	burn	6	17	0.35	3	3	1	0	0	0
oewn-01650771-v	establish	10	108	912	9	name	0	10	0.0	0	0	0	0	0	0
oewn-00248912-v	senesce	9	108	1284	5	turn	3	9	0.33	3	0	0	0	0	0
oewn-00620141-v	identify	6	108	297	4	mistake	1	6	0.17	1	0	0	0	0	0
oewn-00001740-v	breathe	22	107	316	12	breathe	2	22	0.09	0	2	0	0	0	0
oewn-02412046-v	tug	8	107	807	8	drive	3	8	0.38	0	3	0	0	0	0
oewn-02412468-v	fight	8	107	671	8	drive	0	8	0.0	0	0	0	0	0	0
oewn-00295007-v	bloom	5	107	115	4	flower	0	5	0.0	0	0	0	0	0	0
oewn-00633898-v	assume	5	107	539	3	suppose	3	5	0.6	0	3	0	0	0	0
oewn-00626148-v	take	4	107	2950	3	take	0	4	0.0	0	0	0	0	0	0
oewn-02473085-v	divide	21	106	360	8	lot	3	21	0.14	3	0	0	0	0	0
oewn-00169459-v	change magnitude	7	106	500	6	fall	0	7	0.0	0	0	0	0	0	0
oewn-01694189-v	draw	21	105	766	15	draw	0	21	0.0	0	0	0	0	0	0
oewn-00835688-v	misinform	19	105	461	9	lie	13	19	0.68	7	6	1	0	0	0
oewn-01219234-v	hold	14	105	993	11	hold	0	14	0.0	0	0	0	0	0	0
oewn-01944262-v	fly	10	105	407	9	fly	1	10	0.1	0	1	0	0	0	0
oewn-00914426-v	shout	9	105	367	8	shout	0	9	0.0	0	0	0	0	0	0
oewn-02243552-v	procure	7	105	414	6	engage	3	7	0.43	2	1	1	0	0	0
oewn-00610654-v	forget	6	105	417	3	forget	4	6	0.67	0	4	0	0	0	0
oewn-01280538-v	fold	23	104	461	19	cross	1	23	0.04	1	0	0	0	0	0
oewn-02120601-v	stimulate	23	104	1265	13	work	6	23	0.26	6	0	0	0	0	0
oewn-00804987-v	authorize	17	104	1210	12	pass	0	17	0.0	0	0	0	0	0	0
oewn-00619438-v	err	9	104	300	6	mistake	4	9	0.44	0	4	0	0	0	0
oewn-01214794-v	guide	7	104	1998	7	pass	0	7	0.0	0	0	0	0	0	0
oewn-00978685-v	advertise	14	103	553	11	press	0	14	0.0	0	0	0	0	0	0
oewn-00010047-v	move involuntarily	8	103	458	5	shake	0	8	0.0	0	0	0	0	0	0
oewn-02702643-v	rise	7	103	656	6	rise	0	7	0.0	0	0	0	0	0	0
oewn-00820214-v	concede	6	103	187	5	confess	0	6	0.0	0	0	0	0	0	0
oewn-02309962-v	roll up	24	102	814	20	catch	2	24	0.08	2	0	0	0	0	0
oewn-00187671-v	insert	23	102	657	17	shoot	2	23	0.09	0	2	0	0	0	0
oewn-00351115-v	persevere	17	102	918	10	follow	10	17	0.59	0	10	0	0	0	0
oewn-01631641-v	originate	13	102	1171	11	set	0	13	0.0	0	0	0	0	0	0
oewn-01480632-v	barricade	11	102	1017	7	close	7	11	0.64	0	7	0	0	0	0
oewn-02129213-v	smell	10	102	552	8	wind	3	10	0.3	3	0	0	0	0	0
oewn-00023861-v	zonk out	7	102	110	5	faint	4	7	0.57	0	4	0	0	0	0
oewn-02423786-v	play	21	101	517	15	play	4	21	0.19	4	0	0	0	0	0
oewn-01092289-v	group	9	101	146	5	group	2	9	0.22	2	0	0	0	0	0
oewn-01129837-v	besiege	8	101	235	6	hem in	0	8	0.0	0	0	0	0	0	0
oewn-02321848-v	give	8	101	3475	8	give	0	8	0.0	0	0	0	0	0	0
oewn-01553977-v	scar	7	101	345	4	mark	0	7	0.0	0	0	0	0	0	0
oewn-02505278-v	punish	18	100	162	11	revenge	7	18	0.39	0	7	0	0	0	0
oewn-00859605-v	exuberate	6	100	181	4	glory	5	6	0.83	5	0	0	0	0	0
oewn-00961556-v	hark back	6	100	820	5	return	0	6	0.0	0	0	0	0	0	0
oewn-02214527-v	subscribe	5	100	3505	4	take	0	5	0.0	0	0	0	0	0	0
oewn-02745355-v	meet	5	100	959	5	meet	2	5	0.4	0	2	0	0	0	0
oewn-00853615-v	ridicule	16	99	178	11	expose	3	16	0.19	0	3	0	0	0	0
oewn-00440913-v	decelerate	11	99	330	6	delay	0	11	0.0	0	0	0	0	0	0
oewn-00888984-v	give	9	99	1880	8	give	2	9	0.22	2	0	0	0	0	0
oewn-00352060-v	stick to	6	99	1665	5	keep	0	6	0.0	0	0	0	0	0	0
oewn-01156228-v	get even	6	99	2715	4	get	0	6	0.0	0	0	0	0	0	0
oewn-02399325-v	fill	4	99	2774	4	take	0	4	0.0	0	0	0	0	0	0
oewn-00071765-v	make	17	98	2849	5	make	0	17	0.0	0	0	0	0	0	0
oewn-01413739-v	flog	16	98	227	15	cat	0	16	0.0	0	0	0	0	0	0
oewn-02700775-v	situate	9	98	1211	6	place	0	9	0.0	0	0	0	0	0	0
oewn-01548893-v	stand	7	98	970	2	stand	0	7	0.0	0	0	0	0	0	0
oewn-02540158-v	woo	7	98	302	7	court	4	7	0.57	4	0	0	0	0	0
oewn-00340548-v	arise	6	98	954	6	open	1	6	0.17	1	0	0	0	0	0
oewn-02750526-v	open	5	98	834	5	open	0	5	0.0	0	0	0	0	0	0
oewn-00221295-v	strengthen	23	97	318	12	secure	4	23	0.17	2	2	1	0	0	0
oewn-02580591-v	cheat	15	97	343	12	cook	9	15	0.6	0	9	0	0	0	0
oewn-02287351-v	store	12	97	960	7	keep	1	12	0.08	0	1	0	0	0	0
oewn-00421085-v	tighten	8	97	482	6	wind	0	8	0.0	0	0	0	0	0	0
oewn-00441241-v	check	7	97	595	7	stay	0	7	0.0	0	0	0	0	0	0
oewn-02546367-v	serve	7	97	362	7	attend	0	7	0.0	0	0	0	0	0	0
oewn-00445584-v	melt	6	97	1352	5	try	0	6	0.0	0	0	0	0	0	0
oewn-00619957-v	mistake	4	97	214	3	mistake	0	4	0.0	0	0	0	0	0	0
oewn-00726794-v	amaze	4	97	122	4	astonish	4	4	1.0	1	3	1	0	0	0
oewn-00234091-v	restrict	32	96	414	19	tie	4	32	0.12	0	4	0	0	0	0
oewn-02422604-v	idle	26	96	205	10	moon	13	26	0.5	0	13	0	0	0	0
oewn-01961388-v	ride	10	96	868	6	sit	0	10	0.0	0	0	0	0	0	0
oewn-02059191-v	tear	6	96	660	6	tear	0	6	0.0	0	0	0	0	0	0
oewn-00544490-v	develop	4	96	3135	4	make	0	4	0.0	0	0	0	0	0	0
oewn-02527076-v	protest	13	95	1059	13	strike	0	13	0.0	0	0	0	0	0	0
oewn-01728928-v	play	11	95	1137	7	follow	1	11	0.09	1	0	0	0	0	0
oewn-00649877-v	research	10	95	240	7	search	0	10	0.0	0	0	0	0	0	0
oewn-02706727-v	hold	8	95	1574	8	hold	0	8	0.0	0	0	0	0	0	0
oewn-01879288-v	rock	7	95	643	6	shake	1	7	0.14	0	1	0	0	0	0
oewn-01910816-v	walk	5	95	707	5	walk	0	5	0.0	0	0	0	0	0	0
oewn-02566682-v	effect	4	95	510	3	carry	0	4	0.0	0	0	0	0	0	0
oewn-02682907-v	involve	4	95	339	4	regard	0	4	0.0	0	0	0	0	0	0
oewn-00551194-v	switch	14	94	1733	11	break	1	14	0.07	1	0	0	0	0	0
oewn-01228779-v	caress	12	94	236	10	nose	3	12	0.25	2	1	1	0	0	0
oewn-00272745-v	stabilize	10	94	454	6	settle	0	10	0.0	0	0	0	0	0	0
oewn-01177764-v	toast	6	94	1919	5	give	0	6	0.0	0	0	0	0	0	0
oewn-01886807-v	weave	6	94	525	6	wind	0	6	0.0	0	0	0	0	0	0
oewn-02147248-v	model	5	94	792	4	sit	1	5	0.2	0	1	0	0	0	0
oewn-00019441-v	affect	29	93	465	19	calm	19	29	0.66	11	8	1	0	0	0
oewn-01225746-v	twist	22	93	334	19	mat	2	22	0.09	0	2	0	0	0	0
oewn-01304044-v	restrain	20	93	1087	15	hold	0	20	0.0	0	0	0	0	0	0
oewn-00387981-v	revert	15	93	788	8	return	6	15	0.4	0	6	0	0	0	0
oewn-02233480-v	assign	10	93	419	8	allow	0	10	0.0	0	0	0	0	0	0
oewn-02570061-v	exempt	8	93	452	6	free	0	8	0.0	0	0	0	0	0	0
oewn-02066560-v	crouch	7	93	442	6	bow	0	7	0.0	0	0	0	0	0	0
oewn-02701971-v	dominate	7	93	323	7	shadow	0	7	0.0	0	0	0	0	0	0
oewn-00718436-v	presuppose	6	93	454	2	suppose	0	6	0.0	0	0	0	0	0	0
oewn-02376902-v	exert	6	93	1677	4	work	2	6	0.33	0	2	0	0	0	0
oewn-01019835-v	demand	5	93	1089	5	call	0	5	0.0	0	0	0	0	0	0
oewn-01197832-v	sample	5	93	742	4	try	1	5	0.2	1	0	0	0	0	0
oewn-02054955-v	make	5	93	3534	4	make	1	5	0.2	0	1	0	0	0	0
oewn-01770600-v	worry	4	93	473	4	care	0	4	0.0	0	0	0	0	0	0
oewn-02227100-v	discard	29	92	450	15	toss	0	29	0.0	0	0	0	0	0	0
oewn-01793315-v	harass	20	92	247	15	rag	0	20	0.0	0	0	0	0	0	0
oewn-01514338-v	propel	16	92	1226	13	throw	0	16	0.0	0	0	0	0	0	0
oewn-01035399-v	cover	11	92	728	9	deal	0	11	0.0	0	0	0	0	0	0
oewn-01469607-v	border	10	92	278	8	edge	0	10	0.0	0	0	0	0	0	0
oewn-02618403-v	occur	10	92	1004	6	run	0	10	0.0	0	0	0	0	0	0
oewn-02321284-v	release	8	92	2031	7	give	2	8	0.25	0	2	0	0	0	0
oewn-00868169-v	bless	6	92	274	3	bless	0	6	0.0	0	0	0	0	0	0
oewn-02431018-v	open	6	92	872	6	open	0	6	0.0	0	0	0	0	0	0
oewn-01703755-v	spell	5	92	610	2	write	0	5	0.0	0	0	0	0	0	0
oewn-01234216-v	knife	4	92	101	4	knife	0	4	0.0	0	0	0	0	0	0
oewn-00075867-v	tire	12	91	352	9	tire	0	12	0.0	0	0	0	0	0	0
oewn-00274244-v	habituate	8	91	172	7	teach	0	8	0.0	0	0	0	0	0	0
oewn-02552164-v	recognize	6	91	308	5	honour	5	6	0.83	5	0	0	0	0	0
oewn-02629987-v	form	5	91	553	2	form	0	5	0.0	0	0	0	0	0	0
oewn-00450647-v	empty	18	90	737	11	clear	0	18	0.0	0	0	0	0	0	0
oewn-01203727-v	chew	13	90	204	10	jaw	6	13	0.46	0	6	0	0	0	0
oewn-00783045-v	continue	8	90	550	6	continue	0	8	0.0	0	0	0	0	0	0
oewn-01193481-v	delight	8	90	308	4	delight	5	8	0.62	0	5	0	0	0	0
oewn-01033289-v	mail	7	90	637	5	send	0	7	0.0	0	0	0	0	0	0
oewn-02380222-v	prosecute	7	90	859	6	close	0	7	0.0	0	0	0	0	0	0
oewn-00164252-v	refresh	6	90	494	5	air	0	6	0.0	0	0	0	0	0	0
oewn-01062366-v	give	4	90	2145	4	give	2	4	0.5	2	0	0	0	0	0
oewn-01845021-v	travel	4	90	645	4	hop	0	4	0.0	0	0	0	0	0	0
oewn-01282617-v	flex	12	89	1297	7	turn	0	12	0.0	0	0	0	0	0	0
oewn-02226741-v	change hands	9	89	1909	7	pass	1	9	0.11	1	0	0	0	0	0
oewn-00097837-v	resuscitate	8	89	379	6	raise	0	8	0.0	0	0	0	0	0	0
oewn-01278326-v	score	7	89	665	6	line	0	7	0.0	0	0	0	0	0	0
oewn-02657519-v	lodge	7	89	1025	5	keep	0	7	0.0	0	0	0	0	0	0
oewn-00880167-v	submit	6	89	2333	5	give	1	6	0.17	1	0	0	0	0	0
oewn-02153218-v	show	6	89	1013	5	present	1	6	0.17	1	0	0	0	0	0
oewn-01822202-v	encourage	24	88	337	17	encourage	9	24	0.38	5	4	1	0	0	0
oewn-01863207-v	stop	15	88	1407	14	hold	0	15	0.0	0	0	0	0	0	0
oewn-01295488-v	match	7	88	382	5	couple	1	7	0.14	0	1	0	0	0	0
oewn-02095432-v	pace	6	88	683	5	walk	0	6	0.0	0	0	0	0	0	0
oewn-02643286-v	bide	6	88	642	4	stay	0	6	0.0	0	0	0	0	0	0
oewn-02260076-v	accord	5	88	1784	5	give	0	5	0.0	0	0	0	0	0	0
oewn-02285938-v	store	19	87	222	11	collect	0	19	0.0	0	0	0	0	0	0
oewn-00844668-v	accuse	11	87	278	9	charge	3	11	0.27	0	3	0	0	0	0
oewn-00778568-v	charm	9	87	313	7	charm	0	9	0.0	0	0	0	0	0	0
oewn-01259164-v	carve	9	87	222	8	grave	0	9	0.0	0	0	0	0	0	0
oewn-01200739-v	smoke	7	87	201	5	smoke	0	7	0.0	0	0	0	0	0	0
oewn-02241406-v	accept	5	87	2711	5	take	0	5	0.0	0	0	0	0	0	0
oewn-02170904-v	study	8	86	554	6	consider	2	8	0.25	2	0	0	0	0	0
oewn-01397118-v	grate	7	86	399	5	grind	0	7	0.0	0	0	0	0	0	0
oewn-02085825-v	leave behind	4	86	173	3	distance	0	4	0.0	0	0	0	0	0	0
oewn-00890307-v	contract	14	85	472	13	sign	0	14	0.0	0	0	0	0	0	0
oewn-02249738-v	deal	14	85	777	10	deal	0	14	0.0	0	0	0	0	0	0
oewn-01184590-v	gratify	8	85	142	5	gratify	2	8	0.25	2	0	0	0	0	0
oewn-01252288-v	rub	23	84	329	15	strain	2	23	0.09	0	2	0	0	0	0
oewn-01255535-v	smooth	11	84	306	9	float	0	11	0.0	0	0	0	0	0	0
oewn-02454205-v	exclude	10	84	261	5	shut	2	10	0.2	0	2	0	0	0	0
oewn-01427110-v	embrace	8	84	351	6	lock	4	8	0.5	4	0	0	0	0	0
oewn-02592550-v	charm	8	84	208	6	charm	0	8	0.0	0	0	0	0	0	0
oewn-00162496-v	replace	7	84	780	6	change	1	7	0.14	0	1	0	0	0	0
oewn-00945595-v	talk of	6	84	110	4	talk of	1	6	0.17	1	0	0	0	0	0
oewn-01214263-v	manipulate	25	83	1246	19	work	9	25	0.36	6	3	1	0	0	0
oewn-00276642-v	tidy	12	83	2900	7	make	0	12	0.0	0	0	0	0	0	0
oewn-02259066-v	settle	10	83	834	8	pay	0	10	0.0	0	0	0	0	0	0
oewn-00546637-v	develop	5	83	2568	5	take	3	5	0.6	3	0	0	0	0	0
oewn-02507387-v	expel	29	82	353	16	bar	2	29	0.07	0	2	0	0	0	0
oewn-01424276-v	insert	24	82	625	13	enter	0	24	0.0	0	0	0	0	0	0
oewn-00417926-v	equal	11	82	799	4	draw	0	11	0.0	0	0	0	0	0	0
oewn-01216178-v	seize	11	82	265	6	seize	0	11	0.0	0	0	0	0	0	0
oewn-00364717-v	interrupt	9	82	1019	8	break	0	9	0.0	0	0	0	0	0	0
oewn-01604155-v	hold	8	82	1482	7	hold	0	8	0.0	0	0	0	0	0	0
oewn-02002464-v	follow	8	82	1005	6	follow	1	8	0.12	0	1	0	0	0	0
oewn-02565578-v	stop	6	82	761	5	stop	0	6	0.0	0	0	0	0	0	0
oewn-02588700-v	perpetrate	5	82	3025	4	make	0	5	0.0	0	0	0	0	0	0
oewn-01802463-v	try	4	82	735	4	try	4	4	1.0	4	0	0	0	0	0
oewn-01810076-v	brace	4	82	137	4	nerve	4	4	1.0	0	4	0	0	0	0
oewn-00852181-v	tease	21	81	258	16	rag	10	21	0.48	0	10	0	0	0	0
oewn-01516062-v	shed	17	81	868	10	throw	0	17	0.0	0	0	0	0	0	0
oewn-02391530-v	invest	12	81	458	10	order	1	12	0.08	0	1	0	0	0	0
oewn-00602438-v	steep	9	81	347	8	drink	0	9	0.0	0	0	0	0	0	0
oewn-00314788-v	obscure	6	81	289	6	hide	5	6	0.83	0	5	0	0	0	0
oewn-02525332-v	behave	5	81	612	3	walk	3	5	0.6	3	0	0	0	0	0
oewn-00628065-v	read	4	81	1309	3	call	0	4	0.0	0	0	0	0	0	0
oewn-01758079-v	prepare	4	81	202	4	prepare	0	4	0.0	0	0	0	0	0	0
oewn-02604140-v	assemble	4	81	2905	4	make	0	4	0.0	0	0	0	0	0	0
oewn-02572443-v	transgress	22	80	620	14	break	8	22	0.36	0	8	0	0	0	0
oewn-00150107-v	adjust	16	80	261	7	match	4	16	0.25	1	3	1	0	0	0
oewn-01312361-v	dig	15	80	212	13	dig	0	15	0.0	0	0	0	0	0	0
oewn-00599310-v	learn	11	80	507	6	learn	4	11	0.36	4	0	0	0	0	0
oewn-00287688-v	tint	7	80	369	4	touch	0	7	0.0	0	0	0	0	0	0
oewn-01258721-v	carve	7	80	184	5	grave	0	7	0.0	0	0	0	0	0	0
oewn-01218568-v	grasp	6	80	420	6	hang	0	6	0.0	0	0	0	0	0	0
oewn-02593624-v	cope	20	79	656	11	deal	1	20	0.05	0	1	0	0	0	0
oewn-02671359-v	resemble	9	79	203	9	recall	5	9	0.56	4	1	1	0	0	0
oewn-01029183-v	add	8	79	393	6	add	4	8	0.5	0	4	0	0	0	0
oewn-01513459-v	engage	8	79	863	8	throw	0	8	0.0	0	0	0	0	0	0
oewn-00705641-v	contemplate	6	79	368	5	think of	0	6	0.0	0	0	0	0	0	0
oewn-02296669-v	yield	6	79	1011	6	bear	1	6	0.17	1	0	0	0	0	0
oewn-02639962-v	prove	5	79	311	5	prove	0	5	0.0	0	0	0	0	0	0
oewn-01422636-v	box	4	79	252	2	box	0	4	0.0	0	0	0	0	0	0
oewn-00420903-v	tighten	14	78	419	10	press	0	14	0.0	0	0	0	0	0	0
oewn-02201394-v	change taste	10	78	86	3	bitter	4	10	0.4	4	0	0	0	0	0
oewn-00434185-v	wax	7	78	924	7	rise	0	7	0.0	0	0	0	0	0	0
oewn-00897737-v	justify	6	78	283	6	explain	0	6	0.0	0	0	0	0	0	0
oewn-00948137-v	enumerate	6	78	620	4	name	0	6	0.0	0	0	0	0	0	0
oewn-00427254-v	reappear	5	78	693	3	return	2	5	0.4	2	0	0	0	0	0
oewn-02497847-v	entertain	5	78	151	5	amuse	3	5	0.6	3	0	0	0	0	0
oewn-01349486-v	open	4	78	779	3	open	0	4	0.0	0	0	0	0	0	0
oewn-01449876-v	press	18	77	605	10	grind	1	18	0.06	0	1	0	0	0	0
oewn-01746767-v	imitate	14	77	1133	11	follow	6	14	0.43	6	0	0	0	0	0
oewn-00254647-v	develop	12	77	628	10	grow	0	12	0.0	0	0	0	0	0	0
oewn-02065423-v	dart	7	77	444	7	shoot	0	7	0.0	0	0	0	0	0	0
oewn-02543752-v	bind	7	77	390	6	tie	0	7	0.0	0	0	0	0	0	0
oewn-00816512-v	refute	6	77	697	6	answer	3	6	0.5	0	3	0	0	0	0
oewn-00104622-v	exhaust	30	76	1193	14	pass	2	30	0.07	1	1	1	0	0	0
oewn-00530070-v	issue	14	76	694	13	fall	0	14	0.0	0	0	0	0	0	0
oewn-01531609-v	implant	9	76	386	8	sink	0	9	0.0	0	0	0	0	0	0
oewn-00681308-v	choose	8	76	217	5	choose	5	8	0.62	0	5	0	0	0	0
oewn-01023429-v	conclude	6	76	623	5	settle	0	6	0.0	0	0	0	0	0	0
oewn-02655144-v	occupy	6	76	453	6	crowd	0	6	0.0	0	0	0	0	0	0
oewn-01934845-v	drive	5	76	675	4	drive	0	5	0.0	0	0	0	0	0	0
oewn-00960366-v	repeat	22	75	397	14	repeat	0	22	0.0	0	0	0	0	0	0
oewn-00007012-v	blow	9	75	398	7	blow	5	9	0.56	0	5	0	0	0	0
oewn-00855315-v	joke	9	75	221	5	fool	6	9	0.67	6	0	0	0	0	0
oewn-01847631-v	travel to	5	75	389	4	visit	0	5	0.0	0	0	0	0	0	0
oewn-01903884-v	flit	5	75	186	5	dart	0	5	0.0	0	0	0	0	0	0
oewn-01944952-v	fly	16	74	353	7	fly	1	16	0.06	0	1	0	0	0	0
oewn-02672316-v	differ	14	74	233	12	depart	7	14	0.5	4	3	1	0	0	0
oewn-02413117-v	work	11	74	1573	7	work	0	11	0.0	0	0	0	0	0	0
oewn-00837582-v	falsify	7	74	160	6	murder	0	7	0.0	0	0	0	0	0	0
oewn-02268154-v	confer	5	74	262	4	bless	1	5	0.2	0	1	0	0	0	0
oewn-01683875-v	deck	4	74	224	2	deck	0	4	0.0	0	0	0	0	0	0
oewn-00806138-v	yield	10	73	370	8	bow	5	10	0.5	5	0	0	0	0	0
oewn-01898642-v	dance	7	73	221	2	dance	0	7	0.0	0	0	0	0	0	0
oewn-00525762-v	assume	6	73	2587	5	take	0	6	0.0	0	0	0	0	0	0
oewn-00916373-v	shriek	6	73	137	4	pipe	0	6	0.0	0	0	0	0	0	0
oewn-01038191-v	queer	6	73	190	6	queer	6	6	1.0	0	6	0	0	0	0
oewn-02401347-v	appoint	6	73	619	4	name	0	6	0.0	0	0	0	0	0	0
oewn-02744576-v	wind	6	73	446	5	wind	0	6	0.0	0	0	0	0	0	0
oewn-02266695-v	award	5	73	592	5	present	0	5	0.0	0	0	0	0	0	0
